Name,GoalKeeping,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Jo Su Huk,66.0,67.0,65.0,66.0,66.0,66.0
Raphael Wolf,64.4,63.0,67.0,58.0,63.0,71.0
Daniel Christensen,12.2,13.0,16.0,16.0,9.0,7.0
Pavels Šteinbors,65.8,66.0,65.0,66.0,67.0,65.0
Luca Di Matteo,9.4,7.0,13.0,6.0,9.0,12.0
Pedrinho,12.8,13.0,9.0,15.0,16.0,11.0
Nikola Gulan,10.0,16.0,14.0,7.0,6.0,7.0
Andrew Jacobson,11.0,8.0,7.0,12.0,12.0,16.0
José Carvallo,67.6,68.0,73.0,69.0,67.0,61.0
Piotr Polczak,11.6,16.0,14.0,7.0,6.0,15.0
Khaled Adenon,11.4,15.0,12.0,7.0,10.0,13.0
Chance Myers,8.2,9.0,6.0,11.0,7.0,8.0
Tony Beltran,10.4,10.0,9.0,10.0,13.0,10.0
Daniel Arreola,12.0,14.0,11.0,10.0,16.0,9.0
Christian Landu Landu,13.4,14.0,16.0,13.0,11.0,13.0
Liam Kelly,11.4,14.0,13.0,9.0,7.0,14.0
Ruymán,10.0,7.0,10.0,13.0,8.0,12.0
Henrik Ojamaa,12.0,15.0,6.0,12.0,15.0,12.0
Gavin Gunning,12.4,12.0,13.0,13.0,15.0,9.0
Juanmi Callejón,11.4,15.0,8.0,8.0,16.0,10.0
Robin Henkens,13.6,11.0,16.0,11.0,15.0,15.0
Tommy Høiland,13.0,8.0,15.0,16.0,13.0,13.0
Yohann Thuram,65.4,67.0,65.0,67.0,63.0,65.0
Gary Madine,10.8,14.0,11.0,12.0,7.0,10.0
Mattia Mustacchio,17.0,7.0,5.0,41.0,11.0,21.0
Dorian Dervite,9.2,10.0,7.0,12.0,7.0,10.0
Josué Ayala,65.4,63.0,66.0,65.0,65.0,68.0
Joachim Thomassen,9.2,14.0,7.0,7.0,10.0,8.0
Fredrik Brustad,12.6,7.0,13.0,16.0,12.0,15.0
Richard Sukuta-Pasu,10.0,15.0,7.0,9.0,8.0,11.0
Peter Orry Larsen,10.8,15.0,13.0,8.0,7.0,11.0
Alfonso Blanco,64.4,64.0,62.0,62.0,69.0,65.0
Daniel Toth,11.0,10.0,15.0,6.0,16.0,8.0
Alexander Stolz,66.2,64.0,70.0,66.0,68.0,63.0
Jordan Spence,11.0,15.0,6.0,11.0,15.0,8.0
Joe Jacobson,10.0,11.0,9.0,12.0,9.0,9.0
Jonatan Tollås Nation,9.4,9.0,6.0,16.0,10.0,6.0
Manuel Hornig,12.4,16.0,10.0,8.0,12.0,16.0
Bruce Abdoulaye,10.4,10.0,14.0,8.0,7.0,13.0
Fabian Müller,8.4,11.0,7.0,6.0,7.0,11.0
Danny Hylton,10.4,6.0,14.0,7.0,12.0,13.0
Greg Bolger,11.6,15.0,8.0,8.0,12.0,15.0
Lucas Silva,9.0,9.0,7.0,11.0,8.0,10.0
Sam Hird,18.6,11.0,16.0,36.0,13.0,17.0
Alexandr Prudnikov,12.4,9.0,7.0,16.0,15.0,15.0
Mao Jianqing,11.6,15.0,10.0,11.0,10.0,12.0
Nigel Boogaard,9.6,9.0,12.0,12.0,9.0,6.0
Oumar Sissoko,65.0,64.0,67.0,61.0,62.0,71.0
André Hainault,10.4,16.0,13.0,9.0,8.0,6.0
Ahmed Ibrahim Ateef,10.2,11.0,7.0,14.0,6.0,13.0
Park Won Jae,13.4,13.0,14.0,8.0,16.0,16.0
Oliver Bozanic,10.0,11.0,7.0,10.0,6.0,16.0
Manuel Viniegra,10.8,8.0,14.0,11.0,7.0,14.0
David Worrall,12.0,15.0,6.0,16.0,9.0,14.0
Stefan Maierhofer,11.6,6.0,14.0,15.0,12.0,11.0
Amin Nouri,12.0,16.0,12.0,14.0,7.0,11.0
Simon Church,11.6,14.0,12.0,16.0,9.0,7.0
Hassane Alla,10.0,8.0,11.0,8.0,15.0,8.0
Takayuki Morimoto,10.8,10.0,7.0,15.0,10.0,12.0
Ludovic Sylvestre,12.0,10.0,15.0,8.0,15.0,12.0
Kaká,11.8,9.0,8.0,12.0,16.0,14.0
Erik Jendrišek,10.8,16.0,6.0,16.0,6.0,10.0
Ludovic Gamboa,13.6,16.0,13.0,14.0,14.0,11.0
Yves De Winter,63.6,66.0,68.0,56.0,64.0,64.0
David Da Costa,63.4,65.0,66.0,56.0,65.0,65.0
Andreas Nordvik,9.6,8.0,15.0,13.0,6.0,6.0
Dominic Oduro,12.4,14.0,14.0,10.0,15.0,9.0
Kai Bülow,11.2,16.0,14.0,6.0,8.0,12.0
Cyriaque Louvion,7.8,7.0,7.0,8.0,10.0,7.0
Mickaël Tavares,9.4,7.0,6.0,11.0,12.0,11.0
Craig Alcock,10.0,11.0,9.0,9.0,6.0,15.0
Massimo Zappino,64.0,65.0,64.0,58.0,71.0,62.0
Andy Williams,9.6,14.0,11.0,6.0,11.0,6.0
Luis Martínez,8.2,8.0,6.0,13.0,6.0,8.0
Karim Guédé,7.8,9.0,5.0,9.0,8.0,8.0
Franck Moussa,8.8,7.0,13.0,7.0,11.0,6.0
Julien Toudic,12.0,11.0,6.0,14.0,16.0,13.0
Zdeněk Zlámal,67.0,70.0,64.0,66.0,67.0,68.0
Marco Canchila,13.4,16.0,15.0,12.0,11.0,13.0
Carlos Díaz,10.4,15.0,10.0,15.0,6.0,6.0
Jean Calvé,9.8,10.0,9.0,6.0,14.0,10.0
Robert Milsom,11.4,10.0,13.0,6.0,12.0,16.0
Jung In Whan,13.2,14.0,13.0,12.0,16.0,11.0
Lee Sung Hyun,8.4,7.0,12.0,8.0,6.0,9.0
Marc Burch,10.4,6.0,7.0,10.0,13.0,16.0
Glen Moss,64.0,64.0,66.0,62.0,62.0,66.0
Tam Scobbie,14.0,15.0,15.0,9.0,16.0,15.0
Simon Eastwood,64.4,66.0,64.0,62.0,60.0,70.0
Lucas Akins,10.4,6.0,11.0,12.0,12.0,11.0
Lloyd James,10.6,7.0,14.0,11.0,7.0,14.0
Miles Addison,10.8,8.0,8.0,8.0,15.0,15.0
Berat Sadik,1.0,1.0,1.0,1.0,1.0,1.0
Eggert Jónsson,11.4,7.0,13.0,16.0,11.0,10.0
Borda,10.6,9.0,7.0,13.0,8.0,16.0
Diego Lagos,9.6,6.0,14.0,11.0,10.0,7.0
Tobias Mikkelsen,7.0,8.0,6.0,7.0,8.0,6.0
Ed Upson,10.4,9.0,7.0,12.0,14.0,10.0
Oscar Díaz,9.8,10.0,12.0,11.0,6.0,10.0
Cirio,13.4,15.0,10.0,13.0,14.0,15.0
David Forde,65.0,71.0,64.0,62.0,65.0,63.0
Marino Defendi,8.8,10.0,13.0,6.0,8.0,7.0
Brendan Moloney,9.4,11.0,9.0,11.0,10.0,6.0
Ben Hamer,65.8,64.0,70.0,64.0,64.0,67.0
Scott Laird,7.8,14.0,6.0,7.0,6.0,6.0
Danny Guthrie,11.4,9.0,14.0,10.0,16.0,8.0
Israel Villaseñor,66.2,66.0,65.0,65.0,68.0,67.0
Michael O'Connor,10.4,16.0,7.0,6.0,16.0,7.0
Michael Gardyne,8.0,8.0,7.0,11.0,8.0,6.0
Elmar Bjarnason,10.6,12.0,9.0,11.0,15.0,6.0
Michael McGlinchey,10.0,6.0,9.0,11.0,11.0,13.0
André Bahia,11.2,12.0,7.0,9.0,12.0,16.0
Marco Jiménez,13.4,12.0,16.0,13.0,12.0,14.0
Goran Karanović,10.4,12.0,12.0,7.0,9.0,12.0
Raffaele Schiavi,12.0,14.0,10.0,12.0,13.0,11.0
Matt Done,8.0,8.0,10.0,9.0,7.0,6.0
Denni Avdić,11.6,12.0,13.0,8.0,13.0,12.0
Anri Khagush,10.8,13.0,10.0,8.0,14.0,9.0
Nicky Adams,7.6,7.0,8.0,7.0,8.0,8.0
Jakub Tosik,12.2,11.0,15.0,9.0,10.0,16.0
Wojciech Kędziora,11.4,9.0,16.0,9.0,16.0,7.0
Federico León,11.4,14.0,15.0,13.0,7.0,8.0
Billy Clarke,1.0,1.0,1.0,1.0,1.0,1.0
Jason Demetriou,11.2,16.0,10.0,6.0,9.0,15.0
Grzegorz Bonin,11.0,13.0,6.0,8.0,14.0,14.0
Craig Davies,10.8,11.0,7.0,6.0,16.0,14.0
Marek Wasiluk,13.4,9.0,13.0,16.0,13.0,16.0
David Raven,11.2,11.0,13.0,10.0,8.0,14.0
Jason Hernandez,9.2,10.0,9.0,6.0,12.0,9.0
Marcel de Jong,9.0,10.0,8.0,13.0,6.0,8.0
Chad Barrett,11.2,15.0,8.0,7.0,14.0,12.0
Tony McMahon,11.8,10.0,12.0,9.0,13.0,15.0
Daniel Fernandes,65.0,62.0,68.0,64.0,62.0,69.0
Chris Dagnall,11.4,15.0,8.0,13.0,7.0,14.0
Tomasz Brzyski,14.6,16.0,12.0,15.0,16.0,14.0
Joe Walsh,9.6,6.0,14.0,9.0,10.0,9.0
Gaëtan Krebs,14.4,16.0,14.0,10.0,16.0,16.0
Jamie Young,64.0,65.0,67.0,60.0,59.0,69.0
Mauricio Caranta,64.6,68.0,55.0,67.0,70.0,63.0
Brendon Santalab,12.2,9.0,15.0,14.0,8.0,15.0
Sergiy Pylypchuk,12.4,10.0,16.0,13.0,16.0,7.0
Sebastián Penco,11.6,12.0,6.0,15.0,10.0,15.0
Henrico Drost,10.6,7.0,15.0,10.0,14.0,7.0
Radosław Cierzniak,65.2,69.0,69.0,60.0,64.0,64.0
Santamaría,9.6,11.0,11.0,9.0,7.0,10.0
David de Paula,11.0,16.0,14.0,8.0,7.0,10.0
Conrad Logan,65.0,64.0,65.0,66.0,62.0,68.0
Edgar Dueñas,9.6,9.0,9.0,6.0,13.0,11.0
Shamil Asildarov,11.0,14.0,10.0,10.0,13.0,8.0
Queco Piña,64.8,76.0,60.0,57.0,74.0,57.0
Paul Robinson,11.8,15.0,8.0,14.0,8.0,14.0
Manuel Coppola,9.6,7.0,15.0,5.0,11.0,10.0
Bob Harris,11.8,16.0,12.0,14.0,9.0,8.0
Osvaldo Barsottini,12.8,15.0,10.0,14.0,16.0,9.0
Peter Larsson,9.8,16.0,6.0,12.0,8.0,7.0
Claes Kronberg,9.4,13.0,7.0,6.0,12.0,9.0
Knut Olav Rindarøy,11.8,10.0,15.0,12.0,10.0,12.0
Luis Ricardo Esqueda,9.2,9.0,14.0,10.0,6.0,7.0
Gennaro Sardo,10.4,9.0,8.0,15.0,7.0,13.0
Andrew Considine,11.2,11.0,8.0,12.0,15.0,10.0
Richard Wood,9.4,6.0,7.0,10.0,14.0,10.0
Thomas Gebauer,65.0,68.0,63.0,65.0,67.0,62.0
Dexter Blackstock,10.2,10.0,10.0,11.0,13.0,7.0
Tomáš Černý,64.2,66.0,64.0,63.0,64.0,64.0
Lewis Buxton,12.0,9.0,16.0,9.0,11.0,15.0
Stephen McManus,10.6,15.0,10.0,6.0,13.0,9.0
Stephan Petersen,12.2,12.0,8.0,16.0,14.0,11.0
Leon Clarke,9.0,8.0,13.0,6.0,10.0,8.0
Martin Woods,10.0,11.0,8.0,7.0,11.0,13.0
Scott Brown,63.2,64.0,65.0,54.0,63.0,70.0
Marko Stanković,10.8,12.0,13.0,8.0,14.0,7.0
James Coppinger,12.8,13.0,9.0,15.0,12.0,15.0
Brian Vandenbussche,65.6,75.0,61.0,62.0,70.0,60.0
Łukasz Madej,10.4,6.0,13.0,11.0,11.0,11.0
Felipe Sanchón,11.2,15.0,15.0,7.0,8.0,11.0
Iago Bouzón,12.4,11.0,11.0,14.0,11.0,15.0
Ripa,11.2,6.0,12.0,11.0,16.0,11.0
Saizar,65.4,71.0,61.0,65.0,70.0,60.0
Migue,9.8,11.0,7.0,14.0,8.0,9.0
Luciano Vella,10.2,14.0,8.0,15.0,7.0,7.0
Mauro Rosales,9.8,6.0,10.0,9.0,16.0,8.0
Iván Furios,10.4,7.0,15.0,16.0,6.0,8.0
Leonardo Di Lorenzo,11.4,13.0,11.0,14.0,13.0,6.0
Milovan Mirošević,11.2,9.0,9.0,13.0,10.0,15.0
Paul Quinn,10.6,10.0,15.0,8.0,7.0,13.0
Paddy McCourt,12.4,14.0,12.0,10.0,13.0,13.0
Mark-Jan Fledderus,9.8,11.0,10.0,7.0,14.0,7.0
Greg Halford,13.4,14.0,12.0,11.0,16.0,14.0
Cho Won Hee,10.0,6.0,10.0,9.0,9.0,16.0
Daniel Lopar,64.2,63.0,68.0,63.0,62.0,65.0
Bryan Bergougnoux,11.4,15.0,12.0,8.0,16.0,6.0
Dean Lewington,12.6,14.0,7.0,16.0,12.0,14.0
Josh Saunders,66.4,65.0,68.0,68.0,67.0,64.0
Anouar Hadouir,10.2,13.0,6.0,14.0,9.0,9.0
Adriano Russo,10.0,13.0,10.0,8.0,13.0,6.0
Lionel Cappone,65.6,67.0,65.0,65.0,64.0,67.0
Brian Carroll,11.0,12.0,8.0,15.0,13.0,7.0
Kim Yong Dae,66.0,65.0,64.0,68.0,66.0,67.0
Eric Marester,12.0,12.0,9.0,11.0,16.0,12.0
Dean Bowditch,13.0,14.0,14.0,14.0,12.0,11.0
Christoffer Källqvist,66.0,70.0,55.0,74.0,72.0,59.0
François Pantxi Sirieix,11.6,16.0,10.0,9.0,9.0,14.0
Chaouki Ben Saada,13.0,11.0,10.0,14.0,14.0,16.0
Luke McCormick,64.4,67.0,62.0,70.0,61.0,62.0
Carlos García,9.6,13.0,6.0,10.0,7.0,12.0
Nicolas Timmermans,10.4,8.0,7.0,11.0,16.0,10.0
Nick Montgomery,11.0,12.0,13.0,10.0,7.0,13.0
Nathan Tyson,11.2,15.0,7.0,10.0,13.0,11.0
Lloyd Doyley,10.0,13.0,8.0,11.0,11.0,7.0
Lee Holmes,10.0,14.0,8.0,8.0,12.0,8.0
Jobi McAnuff,10.2,9.0,14.0,12.0,8.0,8.0
Espen Bugge Pettersen,64.6,64.0,64.0,68.0,64.0,63.0
Nelson Ferreira,10.0,6.0,11.0,11.0,6.0,16.0
Jon Jönsson,11.6,14.0,11.0,12.0,13.0,8.0
Morten Nordstrand,11.0,13.0,13.0,10.0,11.0,8.0
Eugène Ekobo,11.2,11.0,15.0,8.0,11.0,11.0
James McFadden,8.4,9.0,10.0,7.0,7.0,9.0
Keith Lasley,9.8,14.0,9.0,8.0,9.0,9.0
Theo Zwarthoed,66.0,65.0,74.0,70.0,69.0,52.0
Martin Albrechtsen,14.0,11.0,14.0,15.0,15.0,15.0
Toifilou Maoulida,9.4,15.0,12.0,8.0,6.0,6.0
Ferdinando Coppola,65.4,73.0,70.0,58.0,62.0,64.0
Jérémie Bréchet,10.8,16.0,7.0,8.0,10.0,13.0
Aaron Wilbraham,10.8,10.0,12.0,10.0,13.0,9.0
Martin Mikovič,11.0,6.0,9.0,12.0,15.0,13.0
Patrick Cutrone,7.8,10.0,10.0,7.0,7.0,5.0
Ronaldo Tavares,8.8,7.0,7.0,9.0,15.0,6.0
Maksym Bilyi,8.8,6.0,12.0,9.0,12.0,5.0
Diego Medeiros,11.2,9.0,8.0,14.0,12.0,13.0
Jovan Stojanović,11.0,13.0,14.0,10.0,6.0,12.0
Andriy Bliznichenko,9.0,8.0,9.0,12.0,7.0,9.0
Vasyl Kravets,8.8,11.0,6.0,11.0,11.0,5.0
Adul Seidi,9.0,7.0,8.0,7.0,13.0,10.0
Sinan Kurt,10.6,12.0,5.0,12.0,13.0,11.0
Iván Centurión,9.6,7.0,6.0,14.0,10.0,11.0
Davidson,8.2,9.0,9.0,8.0,7.0,8.0
Sergio Vergara,11.4,14.0,13.0,10.0,6.0,14.0
Lee Jeong Bin,10.6,11.0,10.0,13.0,10.0,9.0
José Guillermo Ortiz,10.6,9.0,12.0,11.0,9.0,12.0
Joe Abrigo,9.0,7.0,11.0,13.0,7.0,7.0
Bruno Wilson,10.8,8.0,9.0,14.0,15.0,8.0
Marc Gual,8.8,10.0,6.0,8.0,8.0,12.0
Aymen Barkok,10.6,8.0,7.0,13.0,12.0,13.0
Arnaud Nordin,11.2,10.0,14.0,13.0,6.0,13.0
Fabricio Bustos,10.8,15.0,14.0,13.0,6.0,6.0
Marc Cardona,9.2,6.0,8.0,11.0,13.0,8.0
Diego Barrios,63.4,59.0,68.0,59.0,66.0,65.0
Kingsley Madu,9.8,9.0,6.0,14.0,9.0,11.0
Pedro Aquino,9.6,8.0,13.0,5.0,7.0,15.0
Sergio Peña,9.2,10.0,5.0,13.0,12.0,6.0
Nito Carbelho,9.0,11.0,7.0,7.0,11.0,9.0
Elton Coengo,11.8,10.0,7.0,16.0,16.0,10.0
Pelle Clement,9.8,11.0,6.0,9.0,11.0,12.0
Markel Areitio,64.6,65.0,64.0,62.0,65.0,67.0
Alex Pozo,11.4,12.0,10.0,7.0,13.0,15.0
Sebastián Gorga,11.0,10.0,6.0,14.0,14.0,11.0
Alberto Picchi,10.8,8.0,14.0,10.0,11.0,11.0
Teodoro Paredes,9.6,7.0,7.0,11.0,13.0,10.0
Matic Fink,11.2,10.0,14.0,10.0,8.0,14.0
Luca Strizzolo,9.6,8.0,14.0,8.0,6.0,12.0
Sekou Konde,11.0,7.0,13.0,14.0,15.0,6.0
Álvaro Arencibia,9.8,8.0,11.0,14.0,7.0,9.0
Berkay Özcan,12.0,13.0,11.0,11.0,12.0,13.0
Dylan Flores,10.8,10.0,8.0,14.0,14.0,8.0
Vyacheslav Churko,8.4,7.0,13.0,6.0,10.0,6.0
Guus Til,11.0,11.0,12.0,12.0,6.0,14.0
Milan Massop,7.8,13.0,5.0,7.0,8.0,6.0
Dylan Bronn,8.2,7.0,6.0,9.0,10.0,9.0
Dejan Trajkovski,10.0,13.0,7.0,13.0,6.0,11.0
Germán Camacho,9.8,6.0,12.0,11.0,12.0,8.0
Quim Araujo,8.4,9.0,10.0,7.0,10.0,6.0
Kubilay Sönmez,9.4,9.0,8.0,10.0,8.0,12.0
Derrick Jones,9.8,8.0,7.0,15.0,5.0,14.0
Jean Carlos,9.0,11.0,8.0,12.0,9.0,5.0
Bruno Gomes,11.0,8.0,12.0,12.0,14.0,9.0
Gabriele Marchegiani,63.6,62.0,72.0,57.0,63.0,64.0
Idé,9.4,14.0,7.0,11.0,9.0,6.0
Thabiso Khutumela,10.4,10.0,10.0,8.0,12.0,12.0
Riyaad Norodien,11.4,15.0,15.0,7.0,12.0,8.0
Mattia Finotto,11.0,10.0,10.0,10.0,11.0,14.0
Luís Rocha,10.8,10.0,15.0,7.0,10.0,12.0
Ivica Žunić,9.2,7.0,8.0,12.0,8.0,11.0
Dávid Guba,10.8,8.0,10.0,15.0,7.0,14.0
Mathieu Chemin,8.6,10.0,8.0,13.0,6.0,6.0
Janota,63.6,57.0,66.0,58.0,69.0,68.0
Houssem Aouar,9.6,7.0,14.0,11.0,6.0,10.0
Óscar Franco,10.0,12.0,6.0,13.0,10.0,9.0
Francesco Margiotta,13.2,15.0,10.0,14.0,12.0,15.0
Efecan Karaca,10.8,6.0,9.0,11.0,15.0,13.0
Romain Bayard,11.4,13.0,11.0,14.0,7.0,12.0
Taha Yalçıner,9.2,10.0,9.0,7.0,6.0,14.0
Kristian Pedersen,9.8,15.0,6.0,7.0,7.0,14.0
Dominik Dinga,11.0,7.0,14.0,12.0,10.0,12.0
Soriano,63.6,58.0,69.0,59.0,63.0,69.0
Edmore Chirambadare,11.0,10.0,10.0,12.0,9.0,14.0
László Bénes,9.8,9.0,12.0,9.0,10.0,9.0
Anzor Sanaia,11.0,12.0,15.0,6.0,12.0,10.0
Frederic Ananou,10.4,11.0,9.0,9.0,10.0,13.0
Edouard Mendy,63.0,69.0,71.0,47.0,56.0,72.0
Bakaye Dibassy,6.6,9.0,6.0,8.0,5.0,5.0
Juan Leiva,9.4,5.0,14.0,9.0,10.0,9.0
Nazareno Solís,10.8,13.0,10.0,11.0,10.0,10.0
Peter Etebo,8.8,6.0,10.0,13.0,6.0,9.0
Ahmet Dereli,11.6,13.0,13.0,11.0,8.0,13.0
Niklas Hauptmann,8.6,7.0,9.0,7.0,12.0,8.0
Atomu Tanaka,12.4,9.0,13.0,13.0,12.0,15.0
Louis Samson,10.6,12.0,11.0,5.0,12.0,13.0
Aschraf El Mahdioui,9.2,6.0,10.0,9.0,9.0,12.0
Indy Groothuizen,65.2,65.0,65.0,67.0,61.0,68.0
Renato Tarifeño,9.0,15.0,5.0,5.0,5.0,15.0
Tamás Szántó,10.0,11.0,8.0,11.0,7.0,13.0
Khaly Thiam,10.2,9.0,14.0,5.0,10.0,13.0
Jacobo Kouffaty,11.2,12.0,11.0,11.0,15.0,7.0
Yangel Herrera,8.8,14.0,6.0,9.0,7.0,8.0
Tomás Nuninho,10.4,10.0,9.0,7.0,11.0,15.0
Kainho Selva,10.0,16.0,9.0,9.0,7.0,9.0
Naldo Freidinha,9.6,9.0,12.0,10.0,8.0,9.0
Mardial Cunha,10.0,11.0,11.0,11.0,10.0,7.0
Francisco Afonso,8.4,9.0,7.0,7.0,10.0,9.0
Asahi Masuyama,10.8,13.0,7.0,11.0,10.0,13.0
Blas Riveros,10.2,15.0,12.0,8.0,7.0,9.0
Saeid Ezatolahi,12.0,7.0,14.0,15.0,10.0,14.0
Seiya Fujita,8.8,6.0,5.0,12.0,14.0,7.0
Shunsuke Kikuchi,9.8,9.0,7.0,14.0,11.0,8.0
Shota Arai,63.2,63.0,66.0,58.0,63.0,66.0
Tatsuya Hasegawa,9.2,14.0,10.0,5.0,11.0,6.0
Matías Quiroga,10.2,12.0,9.0,13.0,6.0,11.0
Giorgi Shelia,66.2,68.0,63.0,71.0,63.0,66.0
Amir Hadziahmetovic,11.4,14.0,7.0,7.0,15.0,14.0
Hisashi Jogo,11.4,8.0,11.0,13.0,12.0,13.0
Kosuke Taketomi,10.0,8.0,12.0,13.0,7.0,10.0
Seigo Kobayashi,10.4,7.0,14.0,14.0,9.0,8.0
Hidekazu Otani,8.4,6.0,11.0,5.0,6.0,14.0
Ryota Nagaki,8.6,11.0,7.0,9.0,11.0,5.0
Kazunori Yoshimoto,9.4,8.0,10.0,9.0,6.0,14.0
Ryoya Ogawa,9.8,9.0,9.0,9.0,9.0,13.0
Yota Akimoto,63.8,63.0,67.0,61.0,66.0,62.0
Choi Kyu Baek,10.0,5.0,12.0,15.0,7.0,11.0
Cayman Togashi,11.4,12.0,7.0,14.0,12.0,12.0
Yoshiki Takahashi,9.8,11.0,6.0,9.0,14.0,9.0
Masato Fujita,11.0,10.0,12.0,11.0,9.0,13.0
Lautaro Comas,9.8,6.0,13.0,12.0,10.0,8.0
José Méndez,9.0,12.0,8.0,13.0,7.0,5.0
Kim Min Hyeok,10.2,8.0,13.0,11.0,12.0,7.0
Kentaro Oi,8.8,8.0,11.0,10.0,8.0,7.0
Taisuke Nakamura,12.2,14.0,15.0,15.0,10.0,7.0
Kohei Shimizu,10.2,8.0,15.0,6.0,12.0,10.0
Tatsuya Morita,64.4,62.0,66.0,63.0,65.0,66.0
Diego Zabala,11.8,11.0,11.0,8.0,15.0,14.0
Yusuke Chajima,10.2,12.0,15.0,6.0,11.0,7.0
Sho Sasaki,9.2,10.0,8.0,10.0,10.0,8.0
Hitoshi Shiota,62.2,68.0,64.0,54.0,61.0,64.0
Yasuhiro Hiraoka,11.8,14.0,12.0,13.0,8.0,12.0
Shun Obu,10.0,10.0,10.0,10.0,10.0,10.0
Vitor Costa,11.4,14.0,14.0,10.0,11.0,8.0
Yūki Mutō,10.4,12.0,8.0,11.0,15.0,6.0
Daisuke Nasu,9.2,7.0,8.0,11.0,11.0,9.0
Koki Otani,67.2,61.0,64.0,74.0,68.0,69.0
Gaëtan Perrin,10.0,8.0,12.0,10.0,14.0,6.0
Gastón Bottino,9.6,6.0,10.0,14.0,6.0,12.0
Maximiliano Lugo,10.0,10.0,10.0,9.0,7.0,14.0
Milan Jevtovic,9.6,7.0,7.0,13.0,13.0,8.0
Stefan Silva,9.6,13.0,7.0,9.0,13.0,6.0
Franco Mazurek,9.4,10.0,8.0,12.0,10.0,7.0
Agustín Bouzat,11.4,7.0,9.0,13.0,15.0,13.0
Farouk Miya,9.2,9.0,9.0,8.0,10.0,10.0
Carlos Sinisterra,7.8,7.0,7.0,7.0,8.0,10.0
Gonzalo Bazán,9.2,7.0,5.0,11.0,12.0,11.0
Mohamed Benyettou,9.0,11.0,10.0,9.0,5.0,10.0
Neri Bandiera,9.4,11.0,9.0,11.0,11.0,5.0
Brandon Vincent,9.4,7.0,7.0,11.0,8.0,14.0
Miguel Solís,65.0,66.0,61.0,72.0,64.0,62.0
Tsubasa Endoh,9.6,8.0,15.0,7.0,6.0,12.0
Vedran Jugović,11.2,14.0,9.0,10.0,10.0,13.0
Fredrik Aursnes,12.2,8.0,12.0,14.0,14.0,13.0
Leonardo Ruíz,11.4,10.0,12.0,12.0,9.0,14.0
Álvaro Tejero,9.2,9.0,13.0,10.0,7.0,7.0
Maecky Ngombo,8.8,6.0,11.0,10.0,8.0,9.0
Kevin Londoño,8.6,13.0,12.0,6.0,5.0,7.0
Romain Del Castillo,10.2,13.0,7.0,9.0,10.0,12.0
Robert Gojani,7.0,8.0,6.0,5.0,8.0,8.0
Jamie Hopcutt,9.8,7.0,6.0,11.0,11.0,14.0
Dennis Widgren,6.8,8.0,6.0,5.0,7.0,8.0
Douglas Bergqvist,9.6,9.0,11.0,8.0,11.0,9.0
Brahim Díaz,10.2,10.0,13.0,13.0,9.0,6.0
Philipp Lienhart,11.8,12.0,14.0,11.0,8.0,14.0
Jalil Elías,10.0,9.0,9.0,13.0,6.0,13.0
Mathieu Cafaro,9.4,10.0,6.0,11.0,10.0,10.0
Dorian Caddy,10.8,6.0,14.0,8.0,12.0,14.0
Boris Radunović,64.2,64.0,68.0,59.0,64.0,66.0
Hugo Rama,10.0,12.0,12.0,6.0,13.0,7.0
Martin Bukata,10.2,7.0,13.0,7.0,9.0,15.0
Leandro Rodríguez,12.2,13.0,13.0,14.0,6.0,15.0
Lucas Galvão,8.6,15.0,7.0,5.0,6.0,10.0
Faiz Selemani,8.4,10.0,7.0,15.0,5.0,5.0
Ademola Lookman,10.8,15.0,12.0,9.0,12.0,6.0
Nacho,11.2,8.0,12.0,7.0,14.0,15.0
Nacho Gil,9.6,14.0,5.0,7.0,8.0,14.0
Leandrinho,11.6,14.0,13.0,10.0,6.0,15.0
Marco Tagbajumi,7.8,7.0,10.0,6.0,9.0,7.0
Alisson Farias,9.6,13.0,7.0,9.0,10.0,9.0
Mert Örnek,11.8,6.0,15.0,13.0,15.0,10.0
Marin Oršulić,11.6,11.0,14.0,12.0,9.0,12.0
Jay-Roy Grot,9.2,9.0,11.0,10.0,11.0,5.0
Sero Rochedo,12.4,12.0,10.0,13.0,12.0,15.0
Emílio Trevões,7.4,6.0,8.0,7.0,7.0,9.0
Paulito Zanon,10.8,15.0,14.0,11.0,7.0,7.0
Henrique Jardinel,16.0,16.0,16.0,15.0,19.0,14.0
Nuno Moldeiro,14.2,15.0,16.0,15.0,13.0,12.0
Bruno Fagundeiro,15.4,15.0,16.0,12.0,18.0,16.0
João Gerster,11.4,8.0,9.0,10.0,15.0,15.0
Edu Selneira,9.8,15.0,7.0,8.0,7.0,12.0
Marcelo Vildeia,8.8,9.0,8.0,7.0,13.0,7.0
Renan Tojeiras,9.6,11.0,9.0,9.0,11.0,8.0
Adnan Vidual,12.0,10.0,12.0,15.0,10.0,13.0
Lúcio Corteijo,13.8,17.0,10.0,12.0,18.0,12.0
Lucas Mantela,9.2,12.0,8.0,9.0,7.0,10.0
Peter Abradanel,63.8,75.0,57.0,62.0,70.0,55.0
Lassana Coulibaly,9.8,8.0,9.0,14.0,12.0,6.0
Enock Kwateng,12.8,15.0,6.0,15.0,15.0,13.0
Dave Romney,9.6,5.0,9.0,8.0,12.0,14.0
Daniele Mignanelli,9.2,15.0,9.0,10.0,7.0,5.0
