Name,Defending,Sliding_Tackle,Standing_Tackle,Interceptions
Andreas Linde,15.666666666666666,11,14,22
Patrik Mráz,64.66666666666667,64,62,68
Park Soo Chang,46.0,42,37,59
Amari'i Bell,62.333333333333336,64,66,57
Zié Diabaté,64.66666666666667,66,67,61
Abdullah Al Hafith,62.333333333333336,58,64,65
Sanmi Odelusi,19.0,19,23,15
Nikola Tkalčić,57.0,63,57,51
Callum Reilly,65.33333333333333,69,67,60
Ryan Meara,16.0,18,11,19
Johan Blomberg,45.666666666666664,38,49,50
Martin Broberg,42.0,40,45,41
Lee Seul Chan,63.666666666666664,63,66,62
Juan Sánchez Sotelo,26.0,25,28,25
Dominic Samuel,25.0,23,26,26
Remie Streete,62.0,62,63,61
Christian Walton,14.666666666666666,14,11,19
Tom Naylor,63.333333333333336,60,64,66
Jordan Willis,62.333333333333336,61,64,62
Kim Won Sik,64.33333333333333,62,64,67
Daniel Georgievski,61.333333333333336,57,63,64
Wilfried Zahibo,66.0,63,67,68
Benjamin Uphoff,12.0,13,11,12
Vladimir Gadzhev,66.33333333333333,65,67,67
Harry Toffolo,61.0,61,62,60
Josh Murphy,28.666666666666668,29,28,29
Jakub Bartkowski,64.33333333333333,69,64,60
Cauley Woodrow,22.0,20,22,24
Pietro Terracciano,15.333333333333334,19,11,16
James Husband,64.0,65,65,62
Anthony Forde,30.666666666666668,35,31,26
Enzio Boldewijn,20.0,17,20,23
Jordan Archer,16.0,14,18,16
Alexandr Filtsov,18.333333333333332,17,16,22
Philipp Klement,40.333333333333336,34,30,57
Patrick Rakovsky,19.0,19,16,22
Daniel Pedersen,64.0,62,64,66
Frederik Helstrup,63.666666666666664,61,65,65
Yuki Otsu,30.0,23,28,39
Brice Samba,14.666666666666666,12,14,18
Ján Novota,18.333333333333332,19,19,17
Stephan Auer,63.0,66,68,55
Carl McHugh,63.0,62,63,64
Sin Yeong Joon,32.0,22,12,62
Choi Jong Hoan,61.0,59,60,64
Issiaka Ouédraogo,17.666666666666668,19,20,14
Gus Ledes,53.666666666666664,49,58,54
Julian Derstroff,19.0,17,18,22
Stephen Sama,62.333333333333336,63,68,56
Ben Nugent,66.33333333333333,68,70,61
Krisztián Adorján,25.0,18,23,34
Dimitri Mohamed,62.666666666666664,62,61,65
Charly Charrier,39.333333333333336,37,42,39
Masahudu Alhassan,62.666666666666664,65,69,54
Darren Maatsen,28.333333333333332,31,33,21
Michael Fitzgerald,63.0,64,67,58
Raffael Korte,38.333333333333336,36,40,39
Odise Roshi,38.333333333333336,31,28,56
Conor Townsend,64.33333333333333,63,67,63
Torric,55.333333333333336,46,53,67
Louis Laing,60.666666666666664,65,67,50
Alex Schalk,29.0,32,29,26
Elliott Hewitt,58.0,58,60,56
Jake Reeves,53.666666666666664,53,54,54
Adam Smith,15.333333333333334,14,16,16
Scott Wootton,66.66666666666667,66,68,66
Carl Wede,51.0,49,51,53
Petar Filipović,62.0,66,63,57
Choi Jin Ho,39.333333333333336,33,34,51
David Boo Wiklander,63.666666666666664,63,62,66
Marcos Ureña,40.666666666666664,31,41,50
Edson Rivera,27.333333333333332,24,26,32
Kgosi Ntlhe,64.33333333333333,65,65,63
Kim Oh Gyu,61.666666666666664,59,63,63
Ko Moo Yeol,24.0,16,13,43
Joseph Mendes,28.666666666666668,19,29,38
Johan Persson,62.0,56,61,69
Javi Hernández,45.333333333333336,39,48,49
Christopher Wernitznig,41.333333333333336,40,43,41
Daniel Offenbacher,59.333333333333336,55,60,63
Erik Cummins,18.333333333333332,17,16,22
Magnar Ødegaard,65.33333333333333,63,67,66
Hector Jimenez,59.0,59,60,58
Dimitri Petratos,48.333333333333336,45,55,45
Danny Amankwaa,27.666666666666668,24,27,32
Kim Dong Woo,63.0,65,66,58
Carl Winchester,57.0,54,58,59
Julian Riedel,66.0,67,68,63
Krisztián Simon,29.0,34,25,28
Eros Schiavon,56.0,56,56,56
Torbjørn Agdestein,26.666666666666668,18,17,45
Emil Scheel,44.666666666666664,38,42,54
Adam Thompson,63.0,64,67,58
Adrian Rakowski,56.333333333333336,54,51,64
Odaïr Fortes,30.666666666666668,16,30,46
Nicolao Dumitru,30.0,26,34,30
Ollie Banks,49.333333333333336,50,46,52
Ronaldo,57.333333333333336,58,57,57
Guillaume Gigliotti,64.0,65,66,61
Max Ehmer,64.0,62,70,60
Kieron Freeman,61.333333333333336,66,65,53
Fredrik Haugen,48.333333333333336,47,52,46
Ermin Zec,45.0,34,43,58
Nnamdi Oduamadi,18.0,19,19,16
Ryan Leonard,59.333333333333336,59,62,57
Lee Jae Moung,58.333333333333336,60,61,54
Philipp Prosenik,28.333333333333332,28,34,23
Milan Lalkovič,34.666666666666664,38,40,26
Luke Williams,32.666666666666664,35,41,22
Aymen Belaïd,64.33333333333333,65,66,62
Ercüment Kafkasyalı,18.666666666666668,14,14,28
Jason Banton,29.333333333333332,29,32,27
Orlando Gaona Lugo,28.333333333333332,24,27,34
Jake Forster-Caskey,55.0,49,58,58
Marco Königs,21.0,15,28,20
Bruno Martignoni,61.333333333333336,64,61,59
Gernot Trauner,62.333333333333336,64,67,56
Johan Bertilsson,28.333333333333332,23,26,36
Kévin Perrot,63.666666666666664,64,65,62
Maxime Hautbois,12.666666666666666,12,13,13
Gaël Angoula,67.0,68,69,64
Nicolas Schindelholz,64.66666666666667,64,69,61
Guillermo Allison,19.0,19,15,23
Erik Moberg,62.333333333333336,59,60,68
Fabrizio Paghera,59.666666666666664,59,59,61
Christopher Avevor,64.66666666666667,66,65,63
Pierre Bouby,63.0,62,64,63
Scott Bain,14.666666666666666,10,11,23
Xavier Kouassi,56.666666666666664,55,58,57
Mark Connolly,63.666666666666664,66,68,57
Alexander Faltsetas,67.66666666666667,71,65,67
Lee Nicholls,11.0,13,11,9
Férébory Doré,19.0,20,23,14
Jakob Orlov,22.666666666666668,23,20,25
Amobi Okugo,63.0,61,62,66
Adam Straith,63.0,60,67,62
Conor McAleny,19.333333333333332,17,17,24
Kamil Al Mousa,63.0,65,64,60
Kim Keun Hoan,61.0,59,59,65
Luis Gil,42.666666666666664,42,47,39
Nathan Cameron,64.33333333333333,63,65,65
Sandro Wieser,62.0,60,64,62
Alexander Sánchez,42.333333333333336,35,37,55
Aldo Corzo,67.66666666666667,75,64,64
Chris Hussey,59.666666666666664,62,62,55
Scott Fox,13.0,8,10,21
Tom Parkes,61.666666666666664,62,67,56
Breyner Bonilla,61.0,58,68,57
Evgeniy Bashkirov,69.0,68,66,73
Eldin Hadžić,21.333333333333332,13,24,27
Mustapha Dumbuya,58.0,59,60,55
Simon Moore,18.0,18,13,23
Alper Uludağ,64.0,63,65,64
Subrata Paul,16.666666666666668,12,15,23
Simon Jakobsen,64.66666666666667,64,66,64
Frank Nouble,23.0,15,19,35
Łukasz Burliga,68.33333333333333,67,66,72
Filip Kurto,14.0,11,11,20
José Pierre Vunguidica,18.333333333333332,14,18,23
Nassim Ben Khalifa,27.0,26,23,32
Leon Legge,61.666666666666664,68,62,55
Cedric Evina,61.0,61,63,59
Ľuboš Kamenár,25.333333333333332,25,30,21
Emil Jonassen,59.666666666666664,59,59,61
Chris Shields,62.666666666666664,60,63,65
Michael Marrone,64.33333333333333,57,68,68
Jermaine Grandison,62.0,63,64,59
Jed Steer,15.0,11,12,22
Emil Wahlström,62.0,60,62,64
Emilio Orrantía,59.333333333333336,59,59,60
Jung Hoon,60.0,59,62,59
Kim Young Sin,26.0,26,28,24
Lee Ji Nam,62.666666666666664,62,64,62
Abdullah Ahmed Al Asta,57.0,55,56,60
Antonio García,63.666666666666664,64,64,63
Jung San,18.0,19,14,21
Jeong Hyuk,57.333333333333336,55,59,58
Lalawélé Atakora,43.0,47,51,31
Kosuke Kikuchi,65.0,63,65,67
Yusuke Tasaka,60.333333333333336,58,63,60
Abdulaziz Al Dawsari,38.666666666666664,32,40,44
Brad Inman,41.333333333333336,41,47,36
Haris Vučkić,31.0,27,28,38
Marcel Ziegl,62.0,64,63,59
Iván Malón,65.66666666666667,68,65,64
Kevin Alston,62.0,61,62,63
Daniel Powell,24.333333333333332,17,33,23
Thomas Fontaine,66.0,65,61,72
Sakari Mattila,62.666666666666664,58,65,65
Mats Solheim,61.333333333333336,60,61,63
Mostafa Abdellaoue,25.333333333333332,13,21,42
Jordan Bowery,23.333333333333332,26,25,19
Niklas Gunnarsson,61.0,63,66,54
Rodolph Austin,67.66666666666667,66,68,69
César Ortiz,65.0,64,66,65
Norichio Nieveld,63.666666666666664,62,65,64
Ole Söderberg,16.333333333333332,14,15,20
Luke O'Neill,62.666666666666664,66,65,57
Mark Marshall,33.666666666666664,34,33,34
Joseph Mills,61.333333333333336,60,64,60
Paddy Madden,29.0,26,32,29
Temitope Obadeyi,30.333333333333332,31,37,23
Abdülkadir Kayalı,59.0,49,61,67
Troy Archibald-Henville,62.666666666666664,63,67,58
Donal McDermott,26.666666666666668,23,26,31
Dylan Gissi,61.666666666666664,59,61,65
Luca Castiglia,56.666666666666664,60,60,50
Loïc Damour,62.333333333333336,61,59,67
Georgiy Gabulov,36.0,28,32,48
Tom Mickel,15.0,13,10,22
Kévin Diaz,29.0,22,25,40
Umberto Eusepi,21.0,11,20,32
Jasmin Sudić,60.0,57,60,63
Alex MacDonald,46.0,46,52,40
Serge Deblé,18.0,17,24,13
Nicolas Giani,62.666666666666664,62,65,61
Guy Dufour,51.0,45,47,61
Philippe Koch,65.33333333333333,64,63,69
Clemens Walch,28.0,26,23,35
Thomas Gamiette,64.33333333333333,63,62,68
Daniel Seaborne,63.666666666666664,62,66,63
Nemanja Rnić,62.666666666666664,62,63,63
Gaetano Masucci,24.0,14,11,47
Randy Wolters,35.666666666666664,35,39,33
Alexandr Stavpets,39.0,41,43,33
Jou Silva,26.666666666666668,29,25,26
Carlos Gutiérrez,61.0,63,61,59
Francisco Acuña,37.0,33,40,38
Omar Mendoza,65.33333333333333,65,67,64
Miguel Jiménez,16.333333333333332,13,12,24
Jairo González,64.66666666666667,68,68,58
Kristian Álvarez,63.0,61,66,62
Edgar Çani,24.0,18,30,24
Scott Wagstaff,57.666666666666664,57,59,57
Josh Magennis,50.0,48,50,52
Arild Østbø,16.333333333333332,10,14,25
Sanchez Watt,34.333333333333336,32,33,38
Gary Woods,15.0,11,11,23
Taijo Teniste,59.666666666666664,59,60,60
Gonzalo Zárate,21.666666666666668,12,17,36
Sebastian Ryall,63.666666666666664,66,64,61
Alex Dyer,56.333333333333336,55,57,57
Dani Abalo,48.666666666666664,38,52,56
Ryan Dickson,62.666666666666664,63,63,62
Chris Malonga,19.666666666666668,14,19,26
Jem Karacan,64.0,64,64,64
James Bailey,62.0,62,60,64
Sal Zizzo,63.0,64,61,64
Ángel Martínez,62.0,52,68,66
Damien Plessis,65.66666666666667,65,70,62
Ludovic Genest,22.666666666666668,13,14,41
Mark Howard,18.333333333333332,12,17,26
Boris Prokopič,59.666666666666664,58,59,62
Carl Baker,43.333333333333336,55,40,35
Martin Kobras,23.666666666666668,24,18,29
Abu Ogogo,64.33333333333333,64,64,65
Tom Elliott,24.333333333333332,16,18,39
Aarón Fernández,14.0,14,12,16
Błażej Augustyn,62.333333333333336,62,63,62
Vegard Skjerve,63.0,62,65,62
Emmanuel Bourgaud,42.333333333333336,45,47,35
Samuel Bouhours,66.33333333333333,65,70,64
Féthi Harek,65.0,64,66,65
Adam Legzdins,12.666666666666666,11,11,16
Christian Ribeiro,64.66666666666667,65,65,64
Sim Woo Yeon,58.666666666666664,56,64,56
Robert Cornthwaite,67.0,66,74,61
David Carney,60.666666666666664,62,63,57
Andreas Landgren,63.0,64,65,60
David Elm,33.666666666666664,32,47,22
Dino Djulbic,62.333333333333336,64,66,57
Brad Knighton,15.333333333333334,12,12,22
Yusuke Igawa,64.33333333333333,62,65,66
Michael Theo,15.666666666666666,14,13,20
Ronan Finn,46.666666666666664,47,50,43
Anthony Annan,66.33333333333333,65,67,67
Reuben Reid,25.0,13,27,35
Joris Sainati,65.0,66,67,62
Michael Harrington,59.666666666666664,59,62,58
Adam Marciniak,72.0,72,72,72
Tomasz Cywka,62.666666666666664,61,64,63
Karamoko Cissé,29.333333333333332,26,31,31
Şenol Can,65.66666666666667,69,71,57
Jacques Salze,63.0,63,67,59
Danny Green,28.0,23,29,32
Mikkel Vendelbo,58.666666666666664,54,56,66
Ümit Korkmaz,28.333333333333332,20,19,46
Doug Loft,51.333333333333336,47,45,62
Tom Pope,27.0,15,19,47
Pablo Cáceres,64.33333333333333,64,66,63
Filipe Morais,37.0,32,29,50
Chinedu Ede,21.0,12,17,34
Cristián Canío,37.0,41,32,38
Park Hee Chul,63.333333333333336,61,65,64
Park Sung Ho,32.333333333333336,21,21,55
Grzegorz Piesio,48.0,50,51,43
Rafał Grodzicki,65.66666666666667,67,65,65
Andreas Lienhart,64.0,63,65,64
Gonzalo Klusener,24.666666666666668,24,26,24
Elia Legati,64.66666666666667,62,66,66
Enrico Alfonso,22.666666666666668,20,22,26
Louis Dodds,28.333333333333332,28,33,24
Conor Sammon,35.333333333333336,25,50,31
Romano Perticone,65.33333333333333,66,64,66
Anthony Wordsworth,39.333333333333336,30,40,48
Enrique Palos,17.333333333333332,13,14,25
Dimas,60.0,54,61,65
Daniel Jones,58.666666666666664,61,57,58
Joel Grant,29.666666666666668,27,34,28
Rory McArdle,64.66666666666667,64,68,62
Fábio Ferreira,28.333333333333332,26,27,32
Lawrie Wilson,62.666666666666664,62,64,62
Peter Hartley,62.666666666666664,60,64,64
Gary Liddle,64.0,63,64,65
Kjartan Finnbogason,18.666666666666668,13,21,22
Edgar Hernández,13.0,12,13,14
Mikael Dahlberg,40.666666666666664,42,44,36
Imad Khalili,39.333333333333336,43,43,32
Patrick Bürger,25.666666666666668,28,31,18
Anthony Grant,62.666666666666664,62,63,63
Scott Loach,18.0,19,19,16
Stephen O'Donnell,59.0,56,61,60
Alexandr Salugin,26.666666666666668,24,23,33
Cristian Llama,45.333333333333336,45,48,43
Sergey Kuznetsov,56.333333333333336,60,62,47
Karleigh Osborne,61.666666666666664,61,63,61
Darius Charles,57.666666666666664,58,63,52
Josh Lillis,19.0,17,17,23
Matheus Vivian,64.0,61,65,66
Espen Børufsen,48.333333333333336,43,51,51
Rui Sacramento,16.666666666666668,19,18,13
Steven Smith,64.0,64,65,63
Stephen Dawson,64.66666666666667,68,66,60
Alan Gordon,29.333333333333332,14,39,35
Andrea Esposito,62.666666666666664,61,65,62
Michal Papadopulos,30.0,28,35,27
Michele Troiano,66.66666666666667,62,67,71
Simeon Jackson,28.0,25,26,33
Leon Barnett,64.66666666666667,65,65,64
Keith Keane,62.0,59,63,64
Anthony Scaramozzino,62.666666666666664,66,63,59
Paul Robinson,63.0,60,64,65
Kelvin Wilson,63.0,62,64,63
Alan McCormack,63.666666666666664,62,66,63
Chris Eagles,32.333333333333336,27,30,40
Antimo Iunco,15.666666666666666,12,15,20
Thiago Xavier,64.33333333333333,65,65,63
Juan Manuel Cobo,61.333333333333336,55,66,63
Roberto Colombo,15.666666666666666,19,19,9
Fabrizio Melara,46.0,44,46,48
Claudio Lustenberger,63.666666666666664,67,64,60
Elsad Zverotić,67.0,71,68,62
Marc-Antoine Fortuné,26.666666666666668,20,20,40
David Mooney,24.666666666666668,14,34,26
Quentin Westberg,13.666666666666666,12,13,16
Andrea De Falco,54.666666666666664,53,53,58
Lars Nilsson,29.0,33,26,28
Nicky Adler,25.333333333333332,23,14,39
Hannu Patronen,64.0,60,60,72
Christian Gratzei,19.0,25,20,12
Jonas Borring,34.333333333333336,29,27,47
Kang Min Soo,58.0,64,64,46
Jang Hak Young,63.666666666666664,62,64,65
Stephen Kelly,67.0,65,68,68
Mariusz Pawelec,69.66666666666667,71,67,71
Jonathan Douglas,67.0,67,68,66
Mounir Hamoud,62.0,62,63,61
Gabriel Zakuani,62.666666666666664,62,65,61
Mattias Moström,52.333333333333336,50,47,60
Daniel Fredheim Holm,43.333333333333336,37,49,44
Mathias Tauber,60.333333333333336,62,64,55
Louis Poggi,60.666666666666664,61,63,58
Tom Daemen,61.333333333333336,60,61,63
Dariusz Dudka,64.66666666666667,63,64,67
Lars Kristian Eriksen,63.333333333333336,62,64,64
Mariusz Pawełek,29.666666666666668,31,33,25
Ivan Cherenchikov,65.0,67,63,65
Dmitriy Khomich,12.666666666666666,12,11,15
Igor Shevchenko,32.0,32,26,38
Escalona,13.0,12,13,14
Cases,31.0,23,37,33
Roberto,16.0,14,11,23
Damían Albil,12.666666666666666,9,10,19
Pablo Santillo,17.0,10,24,17
Juan Quiroga,65.0,68,67,60
Waldo Ponce,63.666666666666664,62,64,65
Javier Restrepo,65.66666666666667,58,68,71
Seigo Narazaki,20.0,22,24,14
Ian Evatt,59.666666666666664,57,60,62
Jonathan Stead,27.333333333333332,25,30,27
Juan de Dios Ibarra,18.333333333333332,17,16,22
Maurizio Ciaramitaro,58.0,56,58,60
Jay McEveley,63.0,63,66,60
Jamal Campbell-Ryce,22.0,23,17,26
Roman Kienast,30.333333333333332,28,38,25
Philipp Heerwagen,15.333333333333334,14,13,19
Logan Bailly,16.333333333333332,14,15,20
Tristan Lahaye,65.33333333333333,64,66,66
François Zoko,28.0,18,24,42
Oguchi Onyewu,62.666666666666664,63,63,62
Cyrille Merville,13.333333333333334,12,11,17
Barry Roche,19.0,19,13,25
Benjamin Köhler,50.333333333333336,46,48,57
Marc Richards,20.666666666666668,20,20,22
Lewis Price,16.0,15,18,15
Adam Collin,20.0,21,21,18
Adam Chambers,69.0,69,70,68
Dulee Johnson,51.666666666666664,49,50,56
Steven Hammell,63.0,64,62,63
Alex Revell,23.0,22,23,24
Stephen Pearson,56.0,50,56,62
Nathan Clarke,62.666666666666664,63,65,60
Guridi,57.333333333333336,53,62,57
Canillas,15.333333333333334,18,16,12
Takahide Umebachi,62.333333333333336,60,65,62
Renato César,17.666666666666668,19,14,20
Vladimir Ilyin,30.0,30,28,32
Lorenco Šimić,66.66666666666667,70,68,62
Wellington,16.666666666666668,22,16,12
Catalin Carp,63.666666666666664,62,68,61
Ian Harkes,57.0,58,55,58
Alessandro Bastoni,64.66666666666667,64,72,58
Ahmet Hakan Sevinç,23.333333333333332,22,25,23
Diego Bielkiewicz,17.0,12,20,19
Lalas Abubakar,64.66666666666667,67,62,65
Federico Maracchi,41.0,41,43,39
Roberto Zammarini,62.666666666666664,53,63,72
Gildo,32.0,29,29,38
Darko Bjedov,21.333333333333332,16,25,23
Mauro Bustamante,10.666666666666666,11,11,10
Ernest Mabouka,69.66666666666667,72,73,64
Luis Cardoza,65.33333333333333,65,61,70
Alexandr Lomakin,46.0,51,49,38
Hwang Ki Wook,63.0,63,64,62
Nick Lima,61.333333333333336,60,62,62
Alex Crognale,58.333333333333336,54,64,57
Boubacar Kamara,61.333333333333336,60,64,60
Joshua Pérez,33.333333333333336,36,35,29
Okwonkwo Orji,29.0,32,34,21
Zaydou Youssouf,61.0,58,63,62
Luis Acosta,65.0,60,70,65
Mateo Zoch,23.333333333333332,29,25,16
Dante Rigo,39.333333333333336,41,33,44
Martín Hongla,64.66666666666667,64,65,65
Robin Koch,64.0,59,67,66
Robert Tambe,15.0,14,17,14
Dillson Teixeiro,39.333333333333336,44,36,38
Adrián Rocheira,73.66666666666667,76,72,73
Jorge Praceira,61.666666666666664,60,63,62
Lucas Márquez,68.33333333333333,69,69,67
Ezequiel Barco,31.666666666666668,37,26,32
Nicolas Ngamaleu,42.0,44,38,44
Patrick Burner,62.666666666666664,62,65,61
Mario González,16.333333333333332,18,15,16
Juan Brunetta,50.0,48,50,52
Francesco Cassata,37.666666666666664,43,38,32
Murilo Freitas,27.666666666666668,31,34,18
Ramon Pascal Lundqvist,33.333333333333336,41,28,31
Ousmane Fane,64.33333333333333,64,71,58
Mikhail Levashov,13.0,13,13,13
Anton Krešić,66.0,65,70,63
Carbonell,41.333333333333336,35,48,41
Vincent Marcel,62.0,61,67,58
Bob Straetman,26.0,30,30,18
Paul Pîrvulescu,62.333333333333336,66,64,57
Björn Johnsen,18.333333333333332,20,17,18
Claudio Morra,18.333333333333332,20,16,19
Bernard Morrison,19.0,20,22,15
Othman El Kabir,26.333333333333332,32,30,17
Nicholas Siega,36.0,31,40,37
Christian Bernardi,44.0,51,45,36
Ibrahim Sangaré,59.333333333333336,59,62,57
Michele Castagnetti,57.666666666666664,59,56,58
Leandro Sosa,60.333333333333336,64,63,54
Jonathan Menéndez,22.0,22,19,25
Wout Faes,62.666666666666664,61,64,63
Fedor Chalov,29.0,25,28,34
Víctor García,11.0,12,10,11
Edvinas Girdvainis,66.0,66,68,64
Fredrik Jensen,49.666666666666664,53,55,41
Radovan Pankov,63.0,61,66,62
Zack Steffen,15.0,12,12,21
Jean-Jacques Bougouhi,15.666666666666666,13,18,16
Lewis Macha,26.0,25,28,25
Michelle Katsvairo,25.666666666666668,20,25,32
Dimitar Iliev,34.333333333333336,28,26,49
Gustavo Hamer,56.333333333333336,55,57,57
Joseph Attamah,68.33333333333333,68,72,65
Nadjack,60.0,64,59,57
Manuel Hartl,41.333333333333336,52,47,25
Michael Ambichl,58.333333333333336,56,55,64
João Mário,31.666666666666668,28,31,36
Alioune Fall,24.0,23,26,23
Diogo Dalot,63.0,59,64,66
Igor Koronov,30.666666666666668,34,29,29
Sébastien Chéré,61.0,57,64,62
Jordan Lefort,64.66666666666667,61,66,67
Omar Bogle,27.333333333333332,23,27,32
Sami Can Keskin,63.333333333333336,63,65,62
Icaro,62.333333333333336,61,62,64
Ioannis Karsanidis,51.666666666666664,45,51,59
Johannes Eggestein,26.666666666666668,20,24,36
Hendrik Starostzik,63.666666666666664,61,66,64
Vincent Thill,13.333333333333334,11,15,14
Carel Eiting,57.0,56,60,55
Roland Sallai,34.666666666666664,38,37,29
Cristian Martinez,32.333333333333336,42,35,20
Artur,63.666666666666664,64,66,61
Andrés Ponce,15.666666666666666,19,16,12
Mairdel Sampaio,33.333333333333336,20,21,59
Joaninho Chagas,57.0,59,74,38
Claudio Mouria,34.0,41,30,31
Bernard Vicidal,66.66666666666667,66,71,63
Nelson Freitosa,10.0,11,8,11
Sam Field,55.0,61,54,50
Lee Dong Soo,58.333333333333336,55,58,62
Yakou Meité,28.333333333333332,36,31,18
Yeferson Soteldo,27.0,25,25,31
Barış Atik,23.666666666666668,26,20,25
Matic Črnic,32.0,29,25,42
Deyver Vega,33.0,23,39,37
Miguel Ángel,65.33333333333333,67,68,61
Aron Sigurdarson,29.666666666666668,34,33,22
Brian Mieres,60.0,64,59,57
Lautaro Montoya,60.666666666666664,61,58,63
Carlos González,22.666666666666668,28,20,20
Mauro Albertengo,21.0,21,25,17
Rifat Zhemaletdinov,28.666666666666668,32,33,21
Ken Tribbett,61.333333333333336,60,62,62
Nikita Medvedev,13.0,13,12,14
Koji Miyoshi,35.0,44,35,26
Kenta Kano,32.666666666666664,36,42,20
Yoshihiro Nakano,37.0,28,38,45
Yuto Takeoka,63.333333333333336,70,64,56
Riki Harakawa,53.0,46,50,63
Joe Riley,60.666666666666664,62,62,58
Kenneth Dougall,61.333333333333336,60,66,58
Rick Ketting,61.0,60,63,60
Alexis Hinestroza,57.666666666666664,51,59,63
Yusuke Tanaka,46.666666666666664,46,42,52
Kohei Kawata,21.666666666666668,14,15,36
Masatoshi Mihara,66.33333333333333,65,67,67
Akimi Barada,59.333333333333336,59,62,57
Atsutaka Nakamura,29.0,25,28,34
Shuto Yamamoto,62.666666666666664,60,65,63
Yuichi Maruyama,63.333333333333336,64,64,62
Jin Izumisawa,39.666666666666664,48,43,28
Facundo Quintana,16.666666666666668,15,14,21
Santiago Colombatto,48.0,44,41,59
Park Jeong Su,62.333333333333336,63,62,62
Yutaka Yoshida,60.0,59,62,59
Shun Morishita,65.33333333333333,66,68,62
Marcelo Guzmán,64.33333333333333,62,69,62
Mariano Bareiro,61.0,55,58,70
Rodrigo Tapia,62.666666666666664,65,68,55
Oh Jae Suk,69.33333333333333,73,74,61
Kotaro Omori,29.333333333333332,25,30,33
Yuta Nakayama,59.333333333333336,61,65,52
Ryohei Yamazaki,14.333333333333334,18,12,13
Kei Koizumi,62.666666666666664,64,66,58
Patrik Mišák,48.666666666666664,47,48,51
Tomohiko Murayama,10.666666666666666,13,13,6
Naoki Sugai,68.33333333333333,67,72,66
