Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Ahmed Mohammed Al Fraidi,51.857142857142854,54.0,4.0,61.0,67.0,59.0,63.0,55.0
Davide Petrucci,55.857142857142854,64.0,2.0,74.0,54.0,64.0,68.0,65.0
Mikhail Sivakov,53.142857142857146,69.0,4.0,71.0,51.0,70.0,54.0,53.0
Mushaga Bakenga,49.0,62.0,4.0,72.0,66.0,64.0,27.0,48.0
Etzaz Hussain,53.714285714285715,53.0,3.0,69.0,61.0,60.0,65.0,65.0
David Jensen,12.714285714285714,18.0,3.0,12.0,13.0,17.0,15.0,11.0
Quincy Amarikwa,50.142857142857146,59.0,3.0,67.0,65.0,60.0,54.0,43.0
Annyong Quan,55.42857142857143,70.0,4.0,61.0,59.0,62.0,70.0,62.0
Parfait Mandanda,13.428571428571429,14.0,2.0,22.0,10.0,18.0,14.0,14.0
Sean Johnson,15.142857142857142,14.0,2.0,23.0,12.0,20.0,19.0,16.0
Giorgi Makaridze,16.714285714285715,16.0,2.0,21.0,17.0,15.0,17.0,29.0
Marvin Pourié,49.142857142857146,63.0,4.0,73.0,65.0,50.0,46.0,43.0
Manassé Enza-Yamissi,36.142857142857146,63.0,3.0,59.0,33.0,30.0,28.0,37.0
Yaser Kasim,46.42857142857143,55.0,4.0,62.0,48.0,49.0,61.0,46.0
Mike Grella,50.0,50.0,3.0,64.0,65.0,58.0,45.0,65.0
Rodney Wallace,51.285714285714285,63.0,2.0,63.0,63.0,60.0,49.0,59.0
Palanca,57.57142857142857,47.0,3.0,72.0,64.0,74.0,72.0,71.0
Reynaldo,50.714285714285715,40.0,4.0,68.0,65.0,64.0,59.0,55.0
Björn Daniel Sverrisson,55.142857142857146,64.0,2.0,74.0,62.0,72.0,56.0,56.0
Diego de Buen,58.0,58.0,3.0,83.0,55.0,70.0,67.0,70.0
Stian Ringstad,46.142857142857146,54.0,3.0,74.0,51.0,62.0,45.0,34.0
Pavle Ninkov,52.714285714285715,57.0,3.0,67.0,58.0,62.0,59.0,63.0
Toño Ramirez,13.285714285714286,14.0,2.0,14.0,15.0,15.0,19.0,14.0
Nzuzi Toko,42.714285714285715,47.0,3.0,64.0,48.0,57.0,36.0,44.0
Mame Ousmane Cissokho,42.42857142857143,52.0,4.0,36.0,61.0,50.0,36.0,58.0
Mirko Eramo,53.0,63.0,4.0,70.0,51.0,72.0,58.0,53.0
Maciej Wilusz,41.0,62.0,3.0,54.0,41.0,43.0,46.0,38.0
Paulo Tavares,58.0,63.0,2.0,67.0,64.0,70.0,66.0,74.0
Tom Hateley,55.142857142857146,65.0,3.0,74.0,40.0,66.0,71.0,67.0
Luke Murphy,53.0,42.0,3.0,70.0,60.0,73.0,61.0,62.0
Darko Bodul,57.57142857142857,66.0,4.0,73.0,62.0,70.0,68.0,60.0
Frédéric Bulot,55.57142857142857,49.0,3.0,72.0,64.0,69.0,71.0,61.0
Kevin Conboy,48.714285714285715,61.0,3.0,80.0,40.0,53.0,66.0,38.0
Luke DeVere,40.0,59.0,3.0,56.0,35.0,44.0,36.0,47.0
Rajiv van La Parra,47.714285714285715,38.0,2.0,69.0,51.0,54.0,57.0,63.0
Dries Wuytens,31.714285714285715,67.0,3.0,35.0,22.0,24.0,30.0,41.0
Álvaro Fernández,55.42857142857143,69.0,4.0,68.0,61.0,62.0,65.0,59.0
Bruno Perone,38.57142857142857,72.0,4.0,55.0,28.0,33.0,27.0,51.0
Steeven Joseph-Monrose,51.142857142857146,59.0,3.0,71.0,64.0,65.0,46.0,50.0
Alessandro Tuia,37.142857142857146,68.0,3.0,58.0,22.0,40.0,40.0,29.0
Diogo Viana,50.57142857142857,44.0,3.0,73.0,57.0,54.0,70.0,53.0
Mark Birighitti,11.428571428571429,11.0,2.0,19.0,11.0,12.0,11.0,14.0
Yannick Thoelen,17.428571428571427,13.0,3.0,46.0,11.0,12.0,17.0,20.0
Sandro Manoel,50.857142857142854,54.0,3.0,72.0,43.0,58.0,71.0,55.0
Krzysztof Janus,50.142857142857146,55.0,3.0,61.0,61.0,64.0,42.0,65.0
Foued Kadir,54.714285714285715,49.0,3.0,74.0,66.0,67.0,70.0,54.0
Yannis Tafer,55.714285714285715,54.0,4.0,68.0,68.0,62.0,67.0,67.0
Dmitriy Abakumov,10.714285714285714,10.0,3.0,17.0,9.0,9.0,9.0,18.0
Richard Ruíz,54.142857142857146,61.0,4.0,65.0,51.0,66.0,65.0,67.0
Javier Orozco,56.0,71.0,3.0,69.0,68.0,61.0,49.0,71.0
Lee Yun Pyo,45.57142857142857,70.0,3.0,61.0,39.0,57.0,38.0,51.0
Fabio Daprelà,45.714285714285715,61.0,3.0,58.0,47.0,61.0,42.0,48.0
Danny Swanson,54.57142857142857,52.0,3.0,68.0,58.0,64.0,68.0,69.0
David Horst,28.285714285714285,65.0,3.0,23.0,21.0,21.0,30.0,35.0
Shea Salinas,49.285714285714285,55.0,2.0,62.0,56.0,59.0,61.0,50.0
Brek Shea,57.142857142857146,66.0,2.0,80.0,64.0,59.0,64.0,65.0
Tim Breukers,44.285714285714285,62.0,4.0,64.0,40.0,49.0,46.0,45.0
Mustapha Carayol,47.857142857142854,20.0,4.0,75.0,55.0,65.0,59.0,57.0
Juan Carlos Blengio,41.857142857142854,71.0,2.0,53.0,32.0,39.0,44.0,52.0
Vladimir Koman,55.0,59.0,4.0,62.0,60.0,66.0,65.0,69.0
Jan Koprivec,16.0,7.0,1.0,33.0,19.0,19.0,11.0,22.0
Idir Ouali,50.285714285714285,49.0,3.0,70.0,53.0,62.0,61.0,54.0
Ján Vlasko,52.714285714285715,54.0,3.0,62.0,54.0,67.0,64.0,65.0
David Hubert,51.0,68.0,3.0,71.0,39.0,65.0,54.0,57.0
Shin Kwang Hoon,43.42857142857143,50.0,3.0,48.0,47.0,42.0,53.0,61.0
John Goossens,56.285714285714285,39.0,3.0,81.0,55.0,74.0,72.0,70.0
Stef Nijland,57.857142857142854,59.0,3.0,65.0,74.0,70.0,68.0,66.0
Ľubomír Guldan,34.857142857142854,69.0,3.0,39.0,20.0,42.0,40.0,31.0
Luigi Giorgi,54.42857142857143,60.0,4.0,72.0,55.0,61.0,66.0,63.0
Michelangelo Albertazzi,42.142857142857146,64.0,3.0,71.0,21.0,52.0,45.0,39.0
Jay Simpson,53.57142857142857,62.0,3.0,68.0,67.0,60.0,45.0,70.0
Chris Basham,47.0,66.0,3.0,67.0,35.0,69.0,39.0,50.0
Kévin Bru,48.285714285714285,55.0,3.0,53.0,52.0,58.0,66.0,51.0
Jackson Mabokgwane,14.0,11.0,2.0,32.0,10.0,10.0,18.0,15.0
Donny Gorter,55.42857142857143,47.0,4.0,70.0,51.0,67.0,67.0,82.0
Michael Zullo,42.285714285714285,45.0,3.0,41.0,53.0,49.0,46.0,59.0
Patrick Fabian,29.571428571428573,68.0,2.0,31.0,18.0,15.0,29.0,44.0
Sören Gonther,34.285714285714285,67.0,4.0,54.0,28.0,29.0,28.0,30.0
Norman Theuerkauf,51.57142857142857,59.0,3.0,73.0,45.0,62.0,55.0,64.0
Cordero,52.142857142857146,63.0,3.0,74.0,57.0,59.0,56.0,53.0
Thomas Ayasse,48.57142857142857,61.0,3.0,63.0,41.0,66.0,52.0,54.0
Guilherme Finkler,55.142857142857146,48.0,4.0,70.0,63.0,63.0,80.0,58.0
Muhamed Keita,51.714285714285715,38.0,4.0,71.0,65.0,66.0,62.0,56.0
Seb Hines,34.142857142857146,66.0,3.0,21.0,36.0,29.0,34.0,50.0
Kieran Agard,50.57142857142857,62.0,3.0,65.0,65.0,60.0,31.0,68.0
Rafał Grzyb,43.0,56.0,3.0,68.0,38.0,67.0,17.0,52.0
Richard O'Donnell,12.0,11.0,3.0,15.0,19.0,11.0,11.0,14.0
Erling Knudtzon,51.142857142857146,54.0,3.0,73.0,64.0,55.0,46.0,63.0
Luis Miguel Noriega,56.0,63.0,3.0,72.0,53.0,73.0,61.0,67.0
Andreas Lukse,12.571428571428571,8.0,3.0,21.0,12.0,9.0,11.0,24.0
Johann Carrasso,11.428571428571429,11.0,4.0,20.0,10.0,8.0,13.0,14.0
Túlio,57.714285714285715,72.0,3.0,72.0,56.0,73.0,63.0,65.0
Hiroyuki Taniguchi,53.57142857142857,64.0,3.0,75.0,63.0,56.0,60.0,54.0
Adrian Leijer,39.42857142857143,68.0,3.0,50.0,30.0,43.0,31.0,51.0
Matt McKay,43.285714285714285,35.0,3.0,56.0,55.0,52.0,42.0,60.0
Piotr Grzelczak,53.285714285714285,63.0,3.0,75.0,64.0,68.0,51.0,49.0
Nils Schouterden,50.714285714285715,46.0,3.0,74.0,48.0,66.0,65.0,53.0
Michel Morganella,46.714285714285715,59.0,3.0,64.0,32.0,59.0,54.0,56.0
Ridge Munsy,48.714285714285715,56.0,3.0,71.0,66.0,62.0,41.0,42.0
Ari Skúlason,50.142857142857146,37.0,2.0,65.0,51.0,68.0,65.0,63.0
David Perkins,48.0,45.0,3.0,65.0,43.0,62.0,62.0,56.0
José San Román,28.571428571428573,59.0,4.0,25.0,15.0,15.0,36.0,46.0
Osmar Mares,54.0,59.0,3.0,77.0,49.0,69.0,69.0,52.0
Jesús Paganoni,45.714285714285715,52.0,3.0,64.0,52.0,56.0,41.0,52.0
Charlie Davies,54.285714285714285,63.0,3.0,69.0,66.0,60.0,49.0,70.0
Chris Seitz,13.571428571428571,13.0,3.0,19.0,14.0,14.0,14.0,18.0
Tommy Rowe,46.857142857142854,57.0,3.0,57.0,53.0,52.0,53.0,53.0
Didier Ya Konan,55.0,58.0,3.0,71.0,69.0,68.0,56.0,60.0
Scott Jamieson,47.57142857142857,55.0,3.0,65.0,51.0,49.0,68.0,42.0
Bruno Urribarri,44.42857142857143,52.0,2.0,65.0,22.0,64.0,72.0,34.0
Danny Holla,60.285714285714285,63.0,4.0,72.0,60.0,73.0,74.0,76.0
Antonio Piccolo,51.714285714285715,53.0,3.0,62.0,63.0,65.0,59.0,57.0
Andrea Cocco,54.714285714285715,70.0,3.0,68.0,70.0,52.0,50.0,70.0
Alberto Pelagotti,13.0,10.0,2.0,21.0,11.0,14.0,11.0,22.0
Flavio Lazzari,53.0,56.0,3.0,70.0,61.0,65.0,56.0,60.0
Michael Orozco,48.714285714285715,68.0,4.0,63.0,39.0,59.0,49.0,59.0
Kim André Madsen,34.57142857142857,60.0,4.0,62.0,23.0,35.0,33.0,25.0
Mehmet Uslu,43.57142857142857,58.0,2.0,64.0,39.0,56.0,39.0,47.0
Greg Tansey,61.0,60.0,3.0,75.0,63.0,74.0,77.0,75.0
Laurent Agouazi,52.42857142857143,68.0,3.0,61.0,55.0,61.0,52.0,67.0
Jon Erice,47.142857142857146,50.0,3.0,58.0,46.0,57.0,59.0,57.0
William Paredes,52.57142857142857,55.0,3.0,68.0,44.0,65.0,66.0,67.0
Bernd Nehrig,48.285714285714285,53.0,4.0,71.0,40.0,59.0,52.0,59.0
Valdet Rama,50.142857142857146,38.0,3.0,74.0,55.0,63.0,58.0,60.0
Gary Roberts,55.142857142857146,48.0,3.0,64.0,64.0,66.0,69.0,72.0
Hassoun Camara,45.0,72.0,3.0,52.0,44.0,50.0,42.0,52.0
Dean Furman,47.714285714285715,36.0,3.0,71.0,59.0,64.0,57.0,44.0
Romain Vincelot,50.285714285714285,73.0,3.0,65.0,55.0,53.0,45.0,58.0
Severo Meza,43.57142857142857,60.0,3.0,55.0,42.0,52.0,46.0,47.0
Federico González,51.714285714285715,63.0,3.0,68.0,65.0,63.0,35.0,65.0
Sebastián Pinto,57.57142857142857,70.0,3.0,75.0,66.0,64.0,55.0,70.0
Brwa Nouri,44.857142857142854,37.0,4.0,49.0,45.0,53.0,57.0,69.0
Scott Sutter,40.714285714285715,58.0,3.0,49.0,54.0,53.0,34.0,34.0
Anthony Marin,42.857142857142854,69.0,3.0,53.0,27.0,53.0,50.0,45.0
Bréiner Castillo,14.285714285714286,20.0,1.0,25.0,10.0,9.0,11.0,24.0
Paulo Monteiro,40.714285714285715,70.0,3.0,55.0,37.0,36.0,31.0,53.0
Lee Sang Ho,54.285714285714285,48.0,3.0,67.0,64.0,66.0,67.0,65.0
Kim Chang Soo,51.142857142857146,61.0,3.0,55.0,59.0,64.0,60.0,56.0
John Mousinho,50.0,64.0,3.0,62.0,51.0,55.0,54.0,61.0
Marvell Wynne,45.142857142857146,59.0,2.0,63.0,44.0,52.0,40.0,56.0
Jonathan Bornstein,51.285714285714285,61.0,3.0,67.0,46.0,58.0,62.0,62.0
Nebojša Pavlović,49.142857142857146,69.0,3.0,61.0,54.0,56.0,55.0,46.0
Kenny Steppe,21.0,19.0,3.0,44.0,14.0,16.0,14.0,37.0
Maynor Figueroa,57.857142857142854,70.0,2.0,81.0,49.0,67.0,72.0,64.0
Gabriel Torres,54.142857142857146,59.0,3.0,71.0,63.0,67.0,49.0,67.0
Michael Bostwick,54.0,67.0,3.0,76.0,49.0,74.0,63.0,46.0
Mark Reynolds,25.857142857142858,68.0,3.0,28.0,19.0,19.0,30.0,14.0
Kyle McFadzean,35.857142857142854,65.0,3.0,51.0,35.0,33.0,28.0,36.0
Paul Caddis,56.714285714285715,56.0,2.0,68.0,59.0,66.0,66.0,80.0
Paul McGowan,53.57142857142857,62.0,3.0,61.0,63.0,60.0,62.0,64.0
Jonathan Vila,40.57142857142857,63.0,3.0,60.0,44.0,42.0,45.0,27.0
David Button,12.142857142857142,19.0,3.0,12.0,12.0,13.0,15.0,11.0
Ben Amos,11.285714285714286,15.0,2.0,12.0,13.0,15.0,11.0,11.0
Dragan Mrđja,57.142857142857146,78.0,4.0,69.0,67.0,65.0,40.0,77.0
James Meredith,32.57142857142857,58.0,2.0,45.0,33.0,34.0,24.0,32.0
Lionel Ainsworth,46.142857142857146,30.0,3.0,69.0,57.0,60.0,45.0,59.0
Nicolas Viola,53.0,62.0,3.0,67.0,40.0,69.0,69.0,61.0
Toumani Diagouraga,48.285714285714285,67.0,3.0,59.0,50.0,49.0,57.0,53.0
Natalio,51.714285714285715,49.0,4.0,56.0,69.0,61.0,64.0,59.0
Ronnie Schwartz,51.714285714285715,56.0,3.0,73.0,69.0,68.0,27.0,66.0
Luigi Bruins,54.714285714285715,52.0,4.0,68.0,66.0,67.0,74.0,52.0
Ritchie Kitoko,48.0,53.0,3.0,73.0,49.0,58.0,43.0,57.0
David Edgar,44.42857142857143,67.0,3.0,59.0,43.0,58.0,46.0,35.0
Jessy Moulin,13.857142857142858,15.0,2.0,18.0,14.0,14.0,11.0,23.0
Tommy Spurr,45.0,68.0,3.0,63.0,50.0,55.0,34.0,42.0
Fabian Schönheim,50.42857142857143,62.0,3.0,74.0,40.0,55.0,61.0,58.0
Romeu,48.857142857142854,64.0,3.0,71.0,52.0,47.0,64.0,41.0
Álex García,53.142857142857146,46.0,3.0,67.0,66.0,60.0,65.0,65.0
Iñigo López,32.857142857142854,79.0,3.0,32.0,27.0,26.0,24.0,39.0
Nagore,52.0,61.0,3.0,80.0,54.0,72.0,55.0,39.0
Jonathan Parr,47.714285714285715,60.0,4.0,53.0,57.0,54.0,53.0,53.0
Robert Maah,54.142857142857146,56.0,4.0,67.0,69.0,61.0,53.0,69.0
Mohamed Koffi,38.57142857142857,66.0,2.0,51.0,23.0,46.0,36.0,46.0
Adam Hammill,51.857142857142854,37.0,4.0,68.0,65.0,70.0,66.0,53.0
Eloge Enza-Yamissi,46.285714285714285,55.0,3.0,65.0,43.0,61.0,53.0,44.0
Nejc Pečnik,59.0,65.0,3.0,72.0,63.0,66.0,72.0,72.0
Markus Neumayr,53.857142857142854,56.0,4.0,74.0,68.0,44.0,67.0,64.0
Ovidiu Hoban,54.714285714285715,65.0,3.0,61.0,58.0,64.0,67.0,65.0
Markus Karl,53.857142857142854,72.0,3.0,71.0,52.0,56.0,61.0,62.0
Anthony Stokes,58.285714285714285,68.0,3.0,65.0,67.0,64.0,67.0,74.0
Edgar Andrade,59.714285714285715,66.0,4.0,77.0,55.0,73.0,76.0,67.0
Patricio Araujo,53.857142857142854,65.0,2.0,73.0,50.0,57.0,64.0,66.0
Fredrik Nordkvelle,56.714285714285715,65.0,3.0,78.0,63.0,66.0,62.0,60.0
Fatih Öztürk,12.142857142857142,23.0,2.0,12.0,12.0,14.0,10.0,12.0
Choi Hyo Jin,46.857142857142854,49.0,3.0,62.0,54.0,60.0,49.0,51.0
Oh Jang Eun,53.857142857142854,39.0,4.0,70.0,62.0,68.0,66.0,68.0
Yang Sang Min,50.857142857142854,63.0,3.0,70.0,51.0,55.0,63.0,51.0
Cho Yong Hyung,46.714285714285715,67.0,5.0,66.0,39.0,65.0,41.0,44.0
Łukasz Janoszka,52.285714285714285,69.0,4.0,58.0,63.0,57.0,61.0,54.0
Gonzalo Prósperi,45.42857142857143,65.0,3.0,58.0,46.0,46.0,43.0,57.0
Franco Niell,57.285714285714285,75.0,3.0,71.0,65.0,60.0,58.0,69.0
Bobby Boswell,34.857142857142854,75.0,3.0,44.0,36.0,32.0,14.0,40.0
Sebastian Madera,36.142857142857146,65.0,3.0,39.0,31.0,42.0,24.0,49.0
Miloš Dimitrijević,53.57142857142857,53.0,3.0,62.0,61.0,62.0,71.0,63.0
Chris Rolfe,55.57142857142857,59.0,3.0,71.0,61.0,59.0,66.0,70.0
Jamie Ward,56.857142857142854,52.0,4.0,73.0,66.0,70.0,66.0,67.0
Cícero,55.857142857142854,72.0,3.0,72.0,67.0,62.0,44.0,71.0
Steven Anderson,24.714285714285715,73.0,3.0,35.0,13.0,18.0,15.0,16.0
Lee Frecklington,55.285714285714285,59.0,3.0,68.0,61.0,69.0,59.0,68.0
Sašo Fornezzi,14.714285714285714,14.0,3.0,23.0,11.0,15.0,15.0,22.0
Darren O'Dea,28.714285714285715,68.0,3.0,35.0,22.0,26.0,18.0,29.0
Michael McGovern,13.571428571428571,20.0,3.0,20.0,12.0,13.0,13.0,14.0
Andrew Taylor,39.42857142857143,58.0,3.0,54.0,41.0,40.0,41.0,39.0
Uğur Uçar,41.714285714285715,54.0,2.0,52.0,37.0,34.0,51.0,62.0
Scott Cuthbert,34.142857142857146,63.0,3.0,51.0,24.0,34.0,33.0,31.0
Michael Jakobsen,49.285714285714285,63.0,1.0,75.0,31.0,56.0,59.0,60.0
Stijn De Smet,57.42857142857143,63.0,4.0,66.0,66.0,68.0,66.0,69.0
Luke Chambers,29.0,71.0,3.0,40.0,23.0,24.0,17.0,25.0
Juan Carlos Núñez,48.857142857142854,58.0,4.0,62.0,49.0,50.0,58.0,61.0
Usero,59.857142857142854,78.0,4.0,83.0,53.0,73.0,68.0,60.0
Elliott Ward,41.0,71.0,3.0,50.0,32.0,33.0,31.0,67.0
Marián Kelemen,15.142857142857142,11.0,2.0,23.0,11.0,12.0,15.0,32.0
Luis Robles,47.142857142857146,63.0,3.0,75.0,34.0,54.0,62.0,39.0
Sergey Kornilenko,58.285714285714285,72.0,3.0,76.0,69.0,58.0,57.0,73.0
Erwin Hoffer,54.0,66.0,4.0,67.0,63.0,61.0,49.0,68.0
Daniel Fox,52.142857142857146,62.0,3.0,73.0,27.0,65.0,72.0,63.0
Alexis Castro,56.714285714285715,50.0,4.0,71.0,60.0,67.0,73.0,72.0
Alejandro Castro,50.0,67.0,3.0,69.0,37.0,58.0,62.0,54.0
Germán Montoya,15.857142857142858,15.0,3.0,17.0,16.0,15.0,20.0,25.0
Mišo Brečko,37.42857142857143,61.0,3.0,54.0,32.0,36.0,34.0,42.0
Xavier Chen,43.857142857142854,62.0,3.0,57.0,21.0,48.0,67.0,49.0
Alex Brosque,54.0,55.0,3.0,65.0,71.0,66.0,47.0,71.0
Mario Sonnleitner,37.42857142857143,69.0,3.0,42.0,29.0,47.0,27.0,45.0
Daniele Mannini,51.285714285714285,41.0,4.0,69.0,57.0,65.0,57.0,66.0
Nico Pulzetti,49.42857142857143,62.0,3.0,70.0,45.0,68.0,40.0,58.0
Luca Ceccarelli,34.0,62.0,3.0,54.0,17.0,53.0,13.0,36.0
Matty Fryatt,57.142857142857146,67.0,4.0,67.0,70.0,63.0,51.0,78.0
Neri Cardozo,54.142857142857146,55.0,3.0,66.0,59.0,65.0,70.0,61.0
Manu,49.285714285714285,45.0,3.0,59.0,53.0,46.0,64.0,75.0
Olivier Werner,12.714285714285714,11.0,3.0,17.0,12.0,15.0,16.0,15.0
Shaun Barker,42.285714285714285,71.0,3.0,51.0,47.0,34.0,46.0,44.0
Jerome Thomas,43.57142857142857,48.0,3.0,66.0,62.0,58.0,27.0,41.0
Martin Cranie,39.42857142857143,68.0,3.0,65.0,38.0,33.0,39.0,30.0
Ansotegi,39.42857142857143,71.0,2.0,55.0,24.0,28.0,56.0,40.0
Casto,15.571428571428571,22.0,3.0,24.0,12.0,13.0,12.0,23.0
Martin Ørnskov,49.42857142857143,63.0,3.0,71.0,54.0,58.0,57.0,40.0
Kim Chi Woo,56.285714285714285,60.0,3.0,69.0,49.0,70.0,72.0,71.0
Kenneth Emil Petersen,32.714285714285715,67.0,3.0,48.0,24.0,33.0,32.0,22.0
Danny Olsen,54.714285714285715,58.0,3.0,69.0,61.0,66.0,62.0,64.0
Jakub Szmatuła,13.0,14.0,3.0,24.0,15.0,9.0,11.0,15.0
Denis Tumasyan,46.285714285714285,74.0,3.0,54.0,51.0,42.0,40.0,60.0
Simon Pouplin,13.142857142857142,13.0,3.0,23.0,11.0,12.0,14.0,16.0
Felipe Saad,50.714285714285715,70.0,3.0,71.0,37.0,60.0,46.0,68.0
Koen Persoons,54.0,65.0,4.0,70.0,56.0,63.0,65.0,55.0
Michael Gspurning,15.142857142857142,12.0,2.0,23.0,19.0,18.0,12.0,20.0
Ronald Zubar,42.857142857142854,72.0,3.0,62.0,48.0,43.0,39.0,33.0
Michalis Sifakis,13.571428571428571,15.0,3.0,22.0,12.0,15.0,14.0,14.0
Carl Valeri,49.42857142857143,57.0,3.0,73.0,42.0,60.0,54.0,57.0
Alex Cordaz,12.571428571428571,16.0,1.0,15.0,10.0,15.0,15.0,16.0
Sander Duits,59.0,65.0,3.0,70.0,55.0,70.0,75.0,75.0
Ruben Schaken,48.857142857142854,47.0,3.0,70.0,60.0,59.0,54.0,49.0
André Danielsen,55.0,57.0,3.0,78.0,44.0,60.0,72.0,71.0
Henning Hauger,43.714285714285715,45.0,4.0,67.0,35.0,56.0,49.0,50.0
Pavel Alikin,35.285714285714285,65.0,2.0,34.0,36.0,40.0,26.0,44.0
Dmitriy Andreev,43.857142857142854,72.0,4.0,53.0,46.0,33.0,48.0,51.0
Jaime Gavilán,60.42857142857143,48.0,3.0,71.0,66.0,78.0,83.0,74.0
Peña,41.0,59.0,3.0,57.0,38.0,35.0,57.0,38.0
Esteban,16.285714285714285,23.0,3.0,23.0,17.0,12.0,12.0,24.0
Raúl Cámara,41.857142857142854,52.0,3.0,59.0,45.0,45.0,40.0,49.0
Carlos Caballero,53.714285714285715,41.0,3.0,68.0,58.0,72.0,75.0,59.0
Dealbert,41.57142857142857,72.0,3.0,51.0,39.0,46.0,36.0,44.0
Serdar Özkan,52.285714285714285,49.0,3.0,72.0,63.0,67.0,69.0,43.0
Albert Bunjaku,55.285714285714285,63.0,4.0,71.0,65.0,59.0,59.0,66.0
David Zibung,16.428571428571427,11.0,2.0,38.0,9.0,16.0,13.0,26.0
Ferhat Öztorun,35.857142857142854,40.0,2.0,48.0,41.0,39.0,33.0,48.0
Kerim Zengin,47.57142857142857,59.0,2.0,58.0,60.0,55.0,39.0,60.0
Furkan Özçal,46.285714285714285,36.0,4.0,73.0,53.0,71.0,36.0,51.0
Mauricio Romero,50.0,72.0,3.0,70.0,40.0,53.0,60.0,52.0
Agustín Pelletieri,48.57142857142857,63.0,3.0,55.0,54.0,42.0,65.0,58.0
Pablo Lugüercio,53.285714285714285,64.0,3.0,69.0,61.0,63.0,46.0,67.0
Marcos Gelabert,51.57142857142857,56.0,3.0,59.0,48.0,56.0,76.0,63.0
Germán Herrera,55.42857142857143,66.0,3.0,75.0,64.0,67.0,44.0,69.0
Cristian Muñoz,17.571428571428573,13.0,3.0,23.0,15.0,25.0,20.0,24.0
Sebastián Romero,56.714285714285715,55.0,4.0,73.0,58.0,71.0,68.0,68.0
Steven MacLean,54.0,76.0,3.0,68.0,67.0,53.0,48.0,63.0
David Toledo,52.57142857142857,49.0,4.0,69.0,45.0,69.0,69.0,63.0
Hitoshi Sogahata,13.142857142857142,18.0,3.0,21.0,12.0,15.0,11.0,12.0
Frank Boeckx,17.571428571428573,13.0,3.0,34.0,15.0,13.0,19.0,26.0
Jos Hooiveld,44.285714285714285,68.0,2.0,59.0,37.0,51.0,45.0,48.0
Dean Gerken,15.857142857142858,17.0,3.0,23.0,17.0,15.0,20.0,16.0
Miguel Caneo,56.142857142857146,47.0,4.0,73.0,56.0,63.0,77.0,73.0
Kasper Risgård,55.57142857142857,61.0,3.0,69.0,63.0,65.0,66.0,62.0
Matthew Kilgallon,31.0,72.0,2.0,38.0,28.0,12.0,20.0,45.0
Chris Baird,50.42857142857143,71.0,3.0,72.0,43.0,50.0,61.0,53.0
Arnold Kruiswijk,45.142857142857146,69.0,3.0,61.0,28.0,41.0,55.0,59.0
Ricardo Clark,54.57142857142857,69.0,3.0,80.0,59.0,60.0,48.0,63.0
Cristian Raimondi,53.285714285714285,65.0,3.0,74.0,41.0,62.0,65.0,63.0
Melli,45.0,73.0,3.0,56.0,26.0,34.0,57.0,66.0
Ufuk Ceylan,13.571428571428571,15.0,2.0,23.0,12.0,14.0,11.0,18.0
Orhan Şam,38.57142857142857,68.0,2.0,49.0,34.0,41.0,41.0,35.0
Xavier Margairaz,60.57142857142857,66.0,4.0,72.0,65.0,72.0,72.0,73.0
David Martin,15.285714285714286,18.0,3.0,23.0,15.0,14.0,19.0,15.0
Christofer Heimeroth,12.571428571428571,12.0,3.0,20.0,12.0,8.0,13.0,20.0
Liam Feeney,47.285714285714285,43.0,4.0,63.0,62.0,60.0,48.0,51.0
Dani Güiza,58.42857142857143,66.0,4.0,61.0,71.0,67.0,69.0,71.0
Dorado,33.142857142857146,70.0,3.0,40.0,44.0,19.0,21.0,35.0
Yakubu,62.714285714285715,72.0,4.0,83.0,72.0,69.0,59.0,80.0
Mickaël Tacalfred,43.857142857142854,69.0,2.0,65.0,21.0,53.0,50.0,47.0
Paweł Brożek,56.142857142857146,66.0,4.0,67.0,70.0,64.0,51.0,71.0
Daniel Braaten,53.42857142857143,62.0,4.0,77.0,61.0,63.0,58.0,49.0
Stephen Warnock,50.142857142857146,63.0,1.0,65.0,56.0,43.0,60.0,63.0
Matt Taylor,61.285714285714285,66.0,3.0,78.0,65.0,70.0,79.0,68.0
Mark Hudson,39.0,71.0,3.0,59.0,31.0,39.0,33.0,37.0
Sigamary Diarra,49.42857142857143,55.0,3.0,63.0,62.0,60.0,52.0,51.0
Bjørn Helge Riise,55.57142857142857,57.0,3.0,82.0,59.0,66.0,63.0,59.0
Eldin Jakupović,14.0,12.0,2.0,25.0,12.0,11.0,14.0,22.0
Kenny Miller,55.714285714285715,59.0,4.0,71.0,70.0,69.0,52.0,65.0
Morten Morisbak Skjønsberg,41.57142857142857,63.0,3.0,70.0,28.0,55.0,36.0,36.0
Mauro Cetto,44.0,72.0,3.0,69.0,45.0,29.0,42.0,48.0
Kris Boyd,62.285714285714285,73.0,4.0,80.0,69.0,62.0,66.0,82.0
Raphael Schäfer,12.428571428571429,13.0,2.0,23.0,11.0,11.0,12.0,15.0
Gaël Danic,56.57142857142857,57.0,3.0,64.0,59.0,66.0,71.0,76.0
Emanuel Pogatetz,35.0,65.0,2.0,48.0,26.0,36.0,23.0,45.0
Patrick Mtiliga,47.857142857142854,59.0,3.0,68.0,51.0,53.0,46.0,55.0
