Name,Dribbling,Skill_Moves,Ball_Control,Attacking_Position,Balance,Agility
Mauro Rosales,55.6,3,72,65,75,63
Iván Furios,34.8,2,52,36,50,34
Leonardo Di Lorenzo,55.0,3,67,58,76,71
Milovan Mirošević,49.0,3,69,72,51,50
Paul Quinn,44.0,2,63,22,62,71
Paddy McCourt,57.8,4,68,62,74,81
Mark-Jan Fledderus,51.8,2,66,67,70,54
Greg Halford,44.8,2,66,57,42,57
Cho Won Hee,47.6,2,66,59,69,42
Daniel Lopar,26.2,1,22,16,48,44
Bryan Bergougnoux,54.8,3,66,66,69,70
Dean Lewington,49.8,2,63,56,55,73
Josh Saunders,24.0,1,15,24,46,34
Anouar Hadouir,57.2,3,70,63,80,70
Adriano Russo,33.2,2,48,13,52,51
Lionel Cappone,26.0,1,23,13,56,37
Brian Carroll,50.2,2,60,57,72,60
Kim Yong Dae,29.4,1,24,12,58,52
Eric Marester,48.2,2,67,21,79,72
Dean Bowditch,54.2,3,67,63,68,70
Christoffer Källqvist,14.0,1,18,14,19,18
François Pantxi Sirieix,51.8,2,65,59,69,64
Chaouki Ben Saada,55.4,4,65,59,76,73
Luke McCormick,26.0,1,22,11,50,46
Carlos García,35.6,2,59,26,44,47
Nicolas Timmermans,49.2,2,63,55,63,63
Nick Montgomery,47.6,2,61,39,84,52
Nathan Tyson,57.0,3,64,65,72,81
Lloyd Doyley,46.4,2,56,44,68,62
Lee Holmes,58.4,3,64,60,83,82
Jobi McAnuff,58.6,3,64,68,81,77
Espen Bugge Pettersen,23.2,1,19,13,43,40
Nelson Ferreira,59.4,3,63,72,78,81
Jon Jönsson,43.6,2,58,41,59,58
Morten Nordstrand,60.2,3,62,70,82,84
Eugène Ekobo,40.6,2,61,26,56,58
James McFadden,54.2,3,68,66,69,65
Keith Lasley,55.0,3,66,59,76,71
Theo Zwarthoed,21.8,1,20,14,35,39
Martin Albrechtsen,40.6,2,54,32,56,59
Toifilou Maoulida,53.6,3,67,68,58,72
Ferdinando Coppola,25.0,1,22,10,42,50
Jérémie Bréchet,34.6,2,57,43,47,24
Aaron Wilbraham,43.4,2,64,67,52,32
Martin Mikovič,53.0,3,64,64,63,71
Patrick Cutrone,48.6,3,65,55,65,55
Ronaldo Tavares,44.0,2,57,68,40,53
Maksym Bilyi,36.6,2,40,34,56,51
Diego Medeiros,53.0,3,68,61,63,70
Jovan Stojanović,47.4,3,65,62,54,53
Andriy Bliznichenko,53.6,3,66,56,71,72
Vasyl Kravets,44.6,3,59,46,57,58
Adul Seidi,48.6,3,59,64,59,58
Sinan Kurt,51.8,2,66,57,66,68
Iván Centurión,35.8,2,40,23,68,46
Davidson,59.0,3,70,58,80,84
Sergio Vergara,56.4,3,65,65,83,66
Lee Jeong Bin,56.6,3,67,65,80,68
José Guillermo Ortiz,52.0,4,62,65,67,62
Joe Abrigo,56.4,2,66,60,84,70
Bruno Wilson,33.0,2,45,29,42,47
Marc Gual,49.6,3,64,68,58,55
Aymen Barkok,53.4,4,75,59,65,64
Arnaud Nordin,55.0,2,60,62,79,72
Fabricio Bustos,54.8,2,63,66,72,71
Marc Cardona,50.2,3,64,66,57,61
Diego Barrios,18.4,1,17,5,45,24
Kingsley Madu,56.0,2,64,62,76,76
Pedro Aquino,46.4,2,55,47,76,52
Sergio Peña,51.2,3,65,64,65,59
Nito Carbelho,52.6,3,62,63,63,72
Elton Coengo,42.6,2,57,43,68,43
Pelle Clement,56.2,3,68,60,76,74
Markel Areitio,24.6,1,11,13,48,50
Alex Pozo,59.4,4,69,60,84,80
Sebastián Gorga,39.8,2,43,25,69,60
Alberto Picchi,49.8,2,68,52,65,62
Teodoro Paredes,35.2,2,46,28,53,47
Matic Fink,49.8,2,57,61,71,58
Luca Strizzolo,48.6,2,59,69,58,55
Sekou Konde,33.4,2,50,29,43,43
Álvaro Arencibia,47.2,2,59,39,72,64
Berkay Özcan,55.2,3,68,54,74,77
Dylan Flores,53.0,2,69,63,84,47
Vyacheslav Churko,50.4,2,65,59,63,63
Guus Til,53.6,3,69,63,73,60
Milan Massop,46.2,2,63,48,60,58
Dylan Bronn,40.0,2,52,26,63,57
Dejan Trajkovski,50.0,2,63,52,68,65
Germán Camacho,40.4,2,60,22,59,59
Quim Araujo,43.6,3,63,60,39,53
Kubilay Sönmez,46.0,2,62,51,54,61
Derrick Jones,47.6,2,62,58,60,56
Jean Carlos,50.8,3,70,58,57,66
Bruno Gomes,48.4,2,51,65,62,62
Gabriele Marchegiani,19.2,1,10,5,41,39
Idé,35.6,2,58,62,27,29
Thabiso Khutumela,53.4,3,63,68,78,55
Riyaad Norodien,58.0,3,68,59,87,73
Mattia Finotto,51.6,2,60,69,65,62
Luís Rocha,33.2,2,40,24,51,49
Ivica Žunić,29.2,2,41,31,30,42
Dávid Guba,51.6,3,66,64,59,66
Mathieu Chemin,38.6,2,45,28,61,57
Janota,18.8,1,18,14,25,36
Houssem Aouar,53.6,3,67,54,74,70
Óscar Franco,47.6,2,63,68,52,53
Francesco Margiotta,54.0,3,63,75,72,57
Efecan Karaca,63.6,3,70,66,93,86
Romain Bayard,53.8,3,64,59,68,75
Taha Yalçıner,50.2,2,61,48,70,70
Kristian Pedersen,42.4,2,58,49,48,55
Dominik Dinga,33.4,2,34,23,60,48
Soriano,23.2,1,23,12,40,40
Edmore Chirambadare,52.0,3,71,55,71,60
László Bénes,57.4,3,68,61,79,76
Anzor Sanaia,45.8,2,59,63,50,55
Frederic Ananou,48.0,2,52,55,63,68
Edouard Mendy,17.8,1,11,6,23,48
Bakaye Dibassy,49.0,2,62,49,61,71
Juan Leiva,52.6,4,70,64,61,64
Nazareno Solís,58.2,3,66,52,86,84
Peter Etebo,58.2,3,71,59,73,85
Ahmet Dereli,49.8,3,68,65,54,59
Niklas Hauptmann,59.8,2,70,59,78,90
Atomu Tanaka,58.6,2,61,64,89,77
Louis Samson,40.0,2,59,51,33,55
Aschraf El Mahdioui,50.8,2,72,40,65,75
Indy Groothuizen,15.6,1,17,9,28,23
Renato Tarifeño,58.6,4,67,70,71,81
Tamás Szántó,54.2,2,67,59,72,71
Khaly Thiam,48.0,3,58,59,54,66
Jacobo Kouffaty,59.0,3,67,66,85,74
Yangel Herrera,49.0,2,64,49,70,60
Tomás Nuninho,41.8,2,63,44,48,52
Kainho Selva,43.6,2,64,38,54,60
Naldo Freidinha,54.2,3,66,51,75,76
Mardial Cunha,41.4,2,63,33,41,68
Francisco Afonso,53.2,2,65,55,74,70
Asahi Masuyama,57.6,3,70,61,71,83
Blas Riveros,56.4,2,62,66,72,80
Saeid Ezatolahi,43.8,2,64,53,48,52
Seiya Fujita,53.2,3,64,55,72,72
Shunsuke Kikuchi,51.4,2,66,58,61,70
Shota Arai,26.2,1,13,7,48,62
Tatsuya Hasegawa,62.0,4,68,55,92,91
Matías Quiroga,41.6,2,62,73,34,37
Giorgi Shelia,16.8,1,8,8,35,32
Amir Hadziahmetovic,52.2,2,68,65,68,58
Hisashi Jogo,55.0,3,63,72,65,72
Kosuke Taketomi,57.6,3,65,66,74,80
Seigo Kobayashi,53.0,2,68,60,72,63
Hidekazu Otani,44.8,2,63,33,73,53
Ryota Nagaki,51.2,2,62,46,75,71
Kazunori Yoshimoto,42.6,2,58,44,48,61
Ryoya Ogawa,47.2,2,56,44,61,73
Yota Akimoto,25.0,1,20,26,38,40
Choi Kyu Baek,36.0,2,35,32,59,52
Cayman Togashi,52.8,3,63,62,66,70
Yoshiki Takahashi,55.8,2,67,45,79,86
Masato Fujita,54.8,2,62,58,68,84
Lautaro Comas,56.0,3,62,58,76,81
José Méndez,54.2,3,63,57,75,73
Kim Min Hyeok,35.8,2,49,27,55,46
Kentaro Oi,42.2,2,42,34,59,74
Taisuke Nakamura,43.4,2,55,45,58,57
Kohei Shimizu,58.2,3,63,57,88,80
Tatsuya Morita,16.0,1,19,7,26,27
Diego Zabala,56.0,3,65,60,75,77
Yusuke Chajima,61.2,2,65,62,91,86
Sho Sasaki,44.2,2,45,29,73,72
Hitoshi Shiota,20.0,1,18,6,50,25
Yasuhiro Hiraoka,36.0,2,54,27,60,37
Shun Obu,34.4,2,60,33,38,39
Vitor Costa,50.0,2,64,49,67,68
Yūki Mutō,53.0,3,64,47,80,71
Daisuke Nasu,37.4,2,50,37,64,34
Koki Otani,19.6,1,10,17,45,25
Gaëtan Perrin,59.8,3,69,61,85,81
Gastón Bottino,45.0,2,55,60,55,53
Maximiliano Lugo,50.6,3,70,60,65,55
Milan Jevtovic,53.2,3,64,63,64,72
Stefan Silva,56.4,3,66,65,69,79
Franco Mazurek,59.8,3,68,54,90,84
Agustín Bouzat,54.0,3,60,65,67,75
Farouk Miya,57.2,3,63,62,81,77
Carlos Sinisterra,58.6,3,64,60,86,80
Gonzalo Bazán,55.6,3,66,55,80,74
Mohamed Benyettou,52.2,3,62,68,63,65
Neri Bandiera,60.6,2,66,73,82,80
Brandon Vincent,47.8,2,56,63,61,57
Miguel Solís,20.6,1,17,8,48,29
Tsubasa Endoh,57.0,3,66,57,85,74
Vedran Jugović,56.4,3,69,68,70,72
Fredrik Aursnes,55.6,2,66,63,73,74
Leonardo Ruíz,51.0,3,61,66,57,68
Álvaro Tejero,56.0,2,65,50,83,80
Maecky Ngombo,52.2,3,64,64,66,64
Kevin Londoño,48.8,3,66,56,68,51
Romain Del Castillo,61.0,3,64,60,88,90
Robert Gojani,58.6,3,64,60,82,84
Jamie Hopcutt,58.0,2,67,68,77,76
Dennis Widgren,48.6,2,64,46,62,69
Douglas Bergqvist,39.0,2,56,33,55,49
Brahim Díaz,60.2,3,72,61,82,83
Philipp Lienhart,38.4,2,58,23,58,51
Jalil Elías,47.8,2,62,41,65,69
Mathieu Cafaro,58.6,3,72,57,82,79
Dorian Caddy,49.4,2,61,67,50,67
Boris Radunović,22.2,1,21,13,41,35
Hugo Rama,52.6,3,70,64,66,60
Martin Bukata,57.8,2,68,61,79,79
Leandro Rodríguez,52.2,3,60,65,70,63
Lucas Galvão,51.2,3,63,58,62,70
Faiz Selemani,52.2,2,65,51,65,78
Ademola Lookman,58.2,2,61,66,80,82
Nacho,52.0,4,64,53,73,66
Nacho Gil,54.2,3,63,61,72,72
Leandrinho,60.6,3,70,64,80,86
Marco Tagbajumi,52.4,2,61,62,64,73
Alisson Farias,58.4,3,70,65,75,79
Mert Örnek,53.8,3,67,59,66,74
Marin Oršulić,38.0,2,57,22,41,68
Jay-Roy Grot,45.2,3,62,63,48,50
Sero Rochedo,50.6,3,75,63,60,52
Emílio Trevões,57.4,3,64,61,81,78
Paulito Zanon,38.4,2,55,32,47,56
Henrique Jardinel,49.8,2,56,62,71,58
Nuno Moldeiro,38.8,2,49,22,46,75
Bruno Fagundeiro,38.6,2,47,33,42,69
João Gerster,39.0,2,47,54,37,55
Edu Selneira,45.4,2,63,46,51,65
Marcelo Vildeia,58.6,3,62,71,80,77
Renan Tojeiras,60.8,2,73,66,82,81
Adnan Vidual,40.4,2,63,34,58,45
Lúcio Corteijo,32.0,2,38,21,56,43
Lucas Mantela,47.2,2,56,39,76,63
Peter Abradanel,16.8,1,15,15,25,28
Lassana Coulibaly,55.0,3,67,52,77,76
Enock Kwateng,46.6,2,67,31,63,70
Dave Romney,40.8,2,61,41,51,49
Daniele Mignanelli,53.4,2,68,44,81,72
Borja Domingo,50.8,3,65,64,65,57
Kilian Grant,50.0,3,61,61,65,60
Mayron George,47.8,2,63,61,58,55
Jérémy Vachoux,23.8,1,20,18,41,39
Philipp Ochs,58.2,3,68,57,85,78
Uroš Korun,35.6,2,51,30,51,44
Shamil Gasanov,43.2,2,51,54,58,51
Gökhan Akkan,25.4,1,5,13,59,49
Simone Rapp,50.0,3,61,66,55,65
Hugo Gomes,36.2,2,59,27,53,40
Arroyo,56.6,2,59,57,75,90
Miloš Degenek,41.0,2,58,32,60,53
Arturo Calabresi,39.6,2,46,33,62,55
Víctor Morales,32.4,2,43,49,34,34
Daniel Alexis Castillo,27.0,1,15,15,66,38
Pablo Rojas,58.6,3,58,64,85,83
Batraz Khadartsev,57.0,3,67,65,76,74
Georgiy Zotov,48.8,2,59,52,71,60
Àlex Corredera,51.8,3,67,63,65,61
Christian Tabó,55.8,3,66,63,73,74
Thomas Ouwejan,53.6,3,68,57,70,70
Jan Kliment,54.6,3,68,63,67,72
Pantelis Hatzidiakos,41.6,2,60,26,60,60
Muhammed Bayır,54.0,2,67,52,72,77
Serdar Deliktaş,55.8,3,65,68,71,72
Branislav Niňaj,35.6,2,52,28,48,48
Jeppe Kjær,58.0,2,65,66,80,77
Kévin N'Doram,37.8,2,64,26,59,38
Daniel Angulo,47.6,3,59,65,58,53
Olivier Myny,54.4,3,63,60,69,77
Grégoire Amiot,32.6,2,40,30,50,41
Manuel Guanini,31.8,2,38,26,45,48
Ludcinio Marengo,58.8,3,64,59,80,88
Gift Motupa,54.2,3,65,69,76,58
André Green,50.8,3,65,57,67,62
Ricardo Bagadur,34.2,2,44,25,51,49
Ramiro Ballivián,45.4,2,42,25,86,72
Diego Alende,37.6,2,57,28,65,36
Lukas Görtler,53.2,3,67,65,66,65
Edison Tarabai,60.4,3,67,72,83,77
Ezequiel Ávila,52.2,3,66,62,60,70
Adrian Dabasse,48.8,2,66,63,59,54
Mamadou Thiam,55.6,2,65,64,72,75
Pape Abou Cissé,30.4,2,36,29,38,47
Valtteri Moren,36.6,2,52,23,54,52
Romuald Lacazette,51.8,2,66,42,77,72
Bernabé,23.2,1,20,13,52,30
Oh Seung Hoon,21.2,1,17,11,46,31
Arquímedes Figuera,50.4,2,60,44,80,66
Chi Zhongguo,56.6,4,65,65,75,74
Luciano Ospina,32.6,2,42,30,48,41
John McCarthy,23.6,1,14,19,46,38
Beni Badibanga,57.4,3,67,56,78,83
Josip Barišić,48.6,3,63,64,59,54
Maximiliano Calzada,56.6,2,63,62,81,75
Calvin Verdonk,48.6,2,66,24,79,72
Gastón Giménez,46.6,3,66,63,54,47
Jodi Jones,57.6,3,60,58,83,84
Maximilian Mittelstädt,52.8,2,65,51,72,74
Misael Riascos,54.0,3,60,63,72,72
Oh Chang Hyeon,50.4,3,57,55,68,69
Pedro Monteiro,30.8,2,46,24,42,40
Elías Már Ómarsson,55.2,4,71,64,62,75
Alexandre Vincent,57.0,2,65,64,81,73
Wilder Mosquera,20.6,1,20,20,29,33
Michael Zetterer,21.8,1,23,13,40,32
Roberto Brum,49.6,2,63,60,61,62
Agustín Rossi,21.4,1,20,16,35,35
Diego Gregori,57.4,3,66,68,77,73
Konstantin Kerschbaumer,54.6,3,69,58,71,72
Alessio Vita,55.4,2,65,67,69,74
Ignacio Boggino,29.8,2,38,32,38,39
John Varela,60.4,3,60,60,93,86
Léiner Escalante,57.4,3,67,67,78,72
David Ramirez,55.8,2,69,62,75,71
Matías Castro,31.6,1,24,13,60,60
Felipe Banguero,46.4,2,53,55,58,64
Jang Hyun Soo,53.8,3,65,61,76,64
Arley Rodríguez,55.6,3,61,59,72,83
Ramón Córdoba,34.4,2,31,29,61,49
Ferhad Ayaz,52.2,3,64,63,65,66
Aron Elís Thrándarson,54.8,3,65,60,74,72
Sergio Santos,56.4,4,65,66,64,83
Matías Giordano,18.6,1,15,13,32,32
Kieran Dowell,54.6,3,68,56,73,73
Renzo Vera,36.2,2,52,31,56,40
Lucas Villarruel,49.4,2,67,44,72,62
Hwang Hee Chan,55.4,3,68,51,75,80
Sean Davis,49.8,3,66,58,58,64
Thilo Kehrer,48.0,2,59,45,66,68
Desevio Payne,40.8,2,44,46,56,56
Chey Dunkley,44.0,2,50,60,56,52
Milen Gamakov,43.4,2,67,46,52,50
Elliot Käck,53.0,2,64,46,82,71
Gaston Camara,55.0,3,68,59,73,72
Boubacar Barry,55.4,3,68,61,72,73
Maximilian Dittgen,53.0,3,66,65,64,67
Bruce Kamau,55.6,3,64,65,62,84
Anuar,52.8,2,53,38,88,83
Kasim Adams Nuhu,40.2,2,47,32,46,74
Kingsley Ehizibue,47.4,3,66,61,46,61
Gyrano Kerk,55.6,3,64,61,75,75
George Puşcaş,55.0,2,65,66,70,72
Ilzat Akhmetov,59.0,3,70,61,82,79
Alexandr Zuev,57.0,2,67,62,79,75
Marlon Frey,48.8,2,63,45,67,67
Stiven Vega,49.4,2,61,52,68,64
Abdulrahman Al Shammari,53.4,2,50,60,76,79
Maurice Hirsch,46.8,2,62,28,76,66
Kaan Baysal,55.2,2,70,59,75,70
Jhon Duque,50.8,2,62,50,66,74
Gennaro Acampora,52.6,2,68,63,73,57
Mickaël Latour,57.2,3,70,62,78,73
Ivan Provedel,26.0,1,18,16,61,34
Tomáš Malec,45.6,2,61,66,47,52
Rafael Barrios,50.0,2,63,58,68,59
Alexey Pugin,51.6,2,65,55,69,67
Yin Hongbo,50.4,3,63,60,68,58
Israel Poblete,55.8,3,64,64,75,73
Andrea Arrighini,50.4,2,65,67,59,59
Pietro Visconti,50.2,2,66,67,57,59
Emiliano Tellechea,55.6,2,65,65,79,67
Adrián Scifo,48.0,2,58,57,64,59
Yann,61.4,3,68,59,89,88
Lucas Hoyos,26.6,1,25,15,60,32
Taras Romanchuk,49.2,2,53,69,58,64
Nicolás Stefanelli,60.0,3,69,67,80,81
Serge Leuko,53.8,2,60,52,81,74
Oğuzhan Aydoğan,55.8,3,69,54,78,75
Iván Calero,58.0,3,71,62,78,76
Nick Olij,29.0,1,25,20,68,31
Karim Hafez,52.8,2,65,55,76,66
Lewie Coyle,55.0,2,64,57,80,72
Gabriel Diaz,37.6,2,49,21,55,61
Néstor Breitenbruch,49.4,2,63,55,67,60
Hervé Matthys,49.6,2,65,57,62,62
Daniel González,53.4,3,66,57,68,73
Franco Acosta,57.0,3,71,75,71,65
Marvin Schulz,44.4,2,58,41,60,61
Jonathan Damián Iglesias,56.8,3,66,63,81,71
Sacha Clémence,50.4,3,65,66,58,60
Mauricio Asenjo,51.0,2,65,63,61,64
Muğdat Çelik,51.4,2,66,60,55,74
Aykut Çeviker,50.0,2,64,56,67,61
Rafik Boujedra,54.6,3,65,52,77,76
Lihué Prichoda,54.0,3,66,64,69,68
Cristian Manea,49.8,2,63,48,64,72
Batuhan Altıntaş,48.0,2,65,55,64,54
Dimitri Oberlin,53.6,4,63,66,65,70
Julius Biada,55.6,3,65,63,75,72
Luke Berry,55.4,2,64,62,73,76
Erten Ersu,16.0,1,17,16,23,23
Edoardo Lancini,37.8,2,46,20,65,56
Gilles Ruyssen,33.8,2,43,22,53,49
Fausto Grillo,49.2,2,57,50,65,72
Nicolas Rommens,49.8,2,67,60,63,57
Kang Sang Woo,57.4,2,62,67,81,75
Park Dae Han,54.8,2,62,52,80,78
Héctor Fertoli,57.2,3,60,68,75,80
Daniel Follonier,49.6,3,67,57,57,64
Leonel López,54.0,2,63,62,76,67
Denis Rodríguez,55.6,2,67,66,71,72
Lee Tae Hee,24.0,1,19,17,50,33
Mauro Manotas,54.2,2,62,66,73,68
Franco Escobar,48.2,2,63,47,67,62
Justen Glad,36.6,2,48,21,67,45
Nikos Vergos,51.0,2,63,62,60,68
Zizo,56.8,3,69,62,78,72
Lee Hak Min,54.4,2,64,63,76,67
Marvin Friedrich,38.2,2,54,29,52,54
Benjamin Bellot,28.6,1,25,16,52,49
Daniel Mesenhöler,24.6,1,21,17,50,34
Juan Komar,31.2,2,44,29,34,47
Dominic Ball,48.4,2,63,53,66,58
Issa Baradji,46.6,2,63,60,41,67
Gabriel Esparza,58.0,3,64,56,85,82
Yang Hyung Mo,30.6,1,23,13,52,64
Stojan Vranješ,53.4,2,70,64,65,66
Jared Watts,45.6,2,62,47,61,56
Seo Myeong Won,57.2,3,65,60,75,83
Gwon Wan Gyu,53.8,2,64,62,71,70
Song Soo Yeong,55.8,2,68,68,75,66
Ylli Sallahi,53.2,3,68,53,70,72
Daniel Lovitz,52.8,3,63,59,72,67
Kyle Dempsey,56.4,3,71,65,74,69
No Dong Geon,24.2,1,16,11,45,48
Ollie Watkins,55.8,3,64,57,73,82
Pedro Tavima,38.4,2,50,21,60,59
Nick Hagglund,40.2,2,61,44,60,34
Rasmus Lindkvist,52.2,2,63,61,61,74
Simon Skrabb,57.6,2,64,65,79,78
Eric Miller,49.2,2,60,62,56,66
Yaseen Omar Barnawi,51.2,2,61,60,65,68
Marlon Hairston,51.6,3,64,64,63,64
Alexander Jeremejeff,47.6,2,65,69,33,69
Ntsikelelo Nyauza,47.0,2,67,13,79,74
Sim Sang Min,55.2,2,66,67,70,71
Kevin Hidalgo,47.6,2,56,51,71,58
Yesus Cabrera,63.2,3,67,64,90,92
Lee Chang Min,51.2,2,60,54,73,67
Reece Burke,36.4,2,50,30,49,51
Martin Samuelsen,58.4,4,73,54,76,85
Elmo Lieftink,50.4,2,68,59,68,55
Alain Oyarzun,55.6,2,68,57,72,79
Elias Gómez,48.8,2,61,50,66,65
Niclas Eliasson,54.2,3,69,42,72,85
Majed Al Khaibari,53.8,2,53,60,73,81
Mohamed Ali Yakoubi,42.8,2,64,33,64,51
Moussa Njie,55.8,4,68,55,72,80
Philip Billing,48.8,2,68,60,57,57
Denis Davydov,59.0,2,73,63,81,76
José Luis Cabión,49.0,2,63,53,72,55
Eduardo Pérez,47.0,2,59,64,52,58
Junior Alonso,42.6,2,54,49,54,54
Connor Mahoney,53.0,3,62,54,75,71
Gaëtan Paquiez,47.8,2,54,54,66,63
Anton Salétros,52.0,2,64,59,65,70
Alexis Zárate,49.6,2,63,50,67,66
Damien Dussaut,47.8,2,57,45,67,68
Patryk Fryc,50.2,2,54,51,71,73
Leonardo Pérez,52.8,2,60,66,66,70
Ricardo Gomes,51.0,3,66,58,62,66
Osman Hadzikic,26.0,1,18,18,58,35
Diego Oyarzún,43.2,2,58,48,51,57
Stefan Šimić,34.2,2,50,18,50,51
Martin Valjent,53.4,2,65,52,75,73
Nicolás Ferreyra,33.6,2,54,29,32,51
Michał Helik,34.8,2,44,33,49,46
Juan Domínguez,56.8,3,68,59,74,80
Ismael Benegas,36.4,2,46,23,59,52
Ary Papel,53.8,3,66,61,66,73
Pablo Vegetti,45.4,2,63,70,45,47
Conor Washington,55.2,3,67,64,62,80
Evgeniy Kobozev,24.6,1,19,13,58,32
Chris Long,48.0,2,64,63,51,60
Michele Cremonesi,34.4,2,56,11,62,41
Jannik Bandowski,45.4,2,67,42,52,64
Armando Sadiku,49.2,3,60,66,57,60
Angus Gunn,24.8,1,27,14,42,40
Merveille Goblet,31.2,1,20,18,64,53
Sebastian Hertner,51.8,2,65,49,73,70
Fabio Kaufmann,52.6,3,60,52,70,78
Karim Azamoum,56.2,3,66,61,76,75
Angelo D'Angelo,52.4,2,64,65,71,60
Felipe Muñoz,41.8,2,53,31,68,55
Francisco Portillo,46.2,3,67,49,55,57
Michael Lepe,49.2,2,66,64,60,54
Adrián Martínez,54.4,2,62,60,71,77
Federico Rasic,37.8,3,61,63,30,32
Óliver Benítez,33.0,2,43,24,54,42
Ali Nasser Al Khaibari,41.0,2,57,23,61,62
Nikolay Safronidi,51.2,2,65,51,73,65
Emerson Hyndman,59.8,3,70,50,86,90
Mamadou Tounkara,51.6,2,67,60,64,65
Fedor Černych,52.8,2,65,67,65,65
Lars Lambooij,52.8,2,65,60,65,72
Kevin Mensah,58.8,3,72,61,76,82
Stuart Bannigan,54.0,3,68,54,75,70
Dawid Kort,55.0,3,63,60,79,70
Roberto,31.6,1,19,17,58,63
Aleksandar Boljević,55.2,3,66,57,75,75
Darnell Fisher,47.2,2,64,38,75,57
Francesco Vicari,35.2,2,52,24,49,49
Brendan Chardonnet,43.0,2,55,32,70,56
Alhassane Keita,53.0,3,65,68,65,64
Raúl Iberbia,47.4,3,47,52,66,69
Carlos,36.0,2,57,31,57,33
Lucas Pérez Godoy,54.0,2,69,66,70,63
Jorge Velázquez,54.2,3,65,75,64,64
Jacobo Mansilla,56.0,3,70,60,76,71
Joel Sacks,46.2,2,56,51,64,58
Baily Cargill,40.6,2,54,35,55,57
Matías Escobar,44.6,2,53,46,72,50
Martín Galmarini,52.8,3,67,63,63,68
Patrão,56.4,2,67,59,78,76
Emanuel Olivera,33.2,2,31,29,62,42
Nicolás Bertocchi,46.8,2,63,59,51,59
Brayan Cortés,27.6,1,25,18,55,39
Pablo Míguez,47.2,2,67,55,55,57
Santiago Zurbriggen,46.0,2,54,47,65,62
Emanuel Brítez,46.8,3,58,47,66,60
Patricio Vidal,52.0,4,65,64,68,59
Leonel Miranda,58.2,3,65,58,83,82
Fernando Godoy,50.2,2,57,57,79,56
Leandro Velázquez,60.6,3,65,59,90,86
Mohammed Qasem Al Nakhli,56.8,3,67,55,84,75
Marko Biskupović,33.2,2,47,31,33,53
Henrik Bjørdal,53.0,4,65,59,70,67
Agustín Parra,41.4,2,48,47,54,56
Andrés Robles,43.4,2,62,36,56,61
Sebastián Luna,52.2,2,63,60,64,72
Jorge Romo,53.4,2,64,66,65,70
Felipe Reynero,53.6,4,64,62,63,75
Nery Veloso,27.8,1,23,11,64,40
Francisco Castro,54.6,3,68,64,65,73
Marcos Figueroa,56.0,2,66,66,70,76
Cristian Vargas,23.4,1,19,12,47,38
Juan Ortiz,50.6,2,65,44,73,69
Yessy Mena,58.6,3,53,69,89,79
Eder Chaux,21.0,1,16,17,35,36
Rodrigo Ureña,56.4,2,67,52,86,75
Dager Palacios,49.6,2,59,53,67,67
Diego Novoa,21.0,1,20,13,39,32
Nicolás Orellana,54.0,2,69,64,65,70
Luis Pavez,53.2,2,65,57,69,73
José Chunga,32.2,1,22,17,62,59
Adolfo Lima,51.8,3,65,59,68,64
Ray Vanegas,57.6,3,62,68,76,79
Andrés Correa,49.0,2,52,42,74,75
Janeiler Rivas,28.6,2,52,21,34,34
David Murillo,55.6,2,66,60,72,78
Eduardo Farias,43.8,3,61,39,58,58
Néider Morantes,49.8,3,73,58,80,35
César Amaya,57.8,2,65,67,77,78
Daniel Giraldo,48.4,2,68,44,65,63
Yordy Reyna,60.2,3,72,62,79,85
Camilo Ceballos,40.6,2,44,29,66,62
Ken Sema,53.6,3,65,59,67,74
Robert Costa,35.6,2,60,28,57,31
Sebastián López,20.6,1,17,11,37,37
Iván Vásquez,54.0,3,63,46,77,81
Francisco Sánchez,52.8,2,63,55,74,70
Aaron Taylor-Sinclair,51.6,2,62,49,68,77
Kris Doolan,53.6,3,65,65,68,67
Nicolai Poulsen,52.6,2,66,57,70,68
Jakob Blåbjerg,47.0,2,64,43,66,60
Adam Jahn,51.4,3,70,66,62,56
Bartosz Szeliga,55.6,2,67,64,73,72
Ihor Berezovskyi,19.8,1,22,12,33,31
Laurent Abergel,52.4,2,54,54,81,71
Senna Miangue,43.6,2,59,47,55,55
Aleksandar Jovanović,26.8,2,41,25,34,32
Ham Seok Min,31.0,1,25,11,48,70
Sascha Horvath,60.2,2,72,53,91,83
Adrien Tamèze,43.8,2,56,38,67,56
Jamie Allen,51.4,2,58,62,65,70
Conor Wilkinson,53.2,2,63,62,69,70
Samuel Piette,53.8,2,64,41,90,72
Talal Al Absi,40.6,2,45,38,66,52
Fabrice Ondoa,30.6,1,22,12,52,66
Brede Mathias Moe,41.4,2,55,35,59,56
Stefan Mauk,56.4,2,65,65,79,71
Andrew Hoole,54.8,3,60,60,77,74
Wes Burns,50.4,2,62,56,72,60
Johann Obiang,56.4,3,68,64,84,63
Hachim Mastour,54.8,5,75,47,70,77
Park Yong Ji,55.0,2,63,65,65,80
Markus Lackner,42.0,2,57,42,41,68
Igor Julião,57.6,2,69,57,78,82
Michael Petrasso,61.0,3,66,57,89,90
Ivan Toney,55.6,2,59,64,64,89
Konstantin Bazelyuk,45.6,2,55,69,58,44
Billy King,52.4,3,64,58,64,73
Matthew Grimes,54.4,2,71,50,75,74
Clarck Nsikulu,56.8,3,68,69,69,75
Max Lowe,50.0,2,61,55,67,65
