Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Ricardo Nunes,49.0,43,2,64,45,63,67,59
Robin Yalçın,41.142857142857146,50,3,59,39,47,46,44
Dimitrij Nazarov,52.285714285714285,53,4,64,59,63,51,72
Sari Amro,42.42857142857143,52,3,50,48,46,47,51
James Donachie,33.857142857142854,65,3,38,31,30,27,43
Manuel Stiefler,40.285714285714285,54,4,53,44,40,45,42
Louis Fenton,43.142857142857146,52,4,60,52,45,44,45
Paul McGinn,41.142857142857146,51,2,59,36,63,34,43
Luke McCullough,34.42857142857143,65,3,44,27,24,31,47
Marwan Mohsen,51.714285714285715,70,2,68,64,53,32,73
Nasiru Mohammed,39.57142857142857,29,3,42,59,55,34,55
Eirik Hestad,48.57142857142857,46,3,68,52,61,61,49
Pedro Azogue,44.142857142857146,59,3,50,51,48,34,64
Alejandro Chumacero,49.857142857142854,52,3,58,56,57,57,66
Luc Kassi,51.285714285714285,48,3,68,62,63,56,59
Mateo Poljak,49.285714285714285,57,3,65,47,59,56,58
Tomasz Hołota,49.57142857142857,67,3,61,51,62,48,55
De La Hoz,34.857142857142854,55,3,43,29,40,32,42
Eslam Sarraj,53.857142857142854,57,3,68,70,72,40,67
Bismark Adjei-Boateng,46.714285714285715,49,3,76,65,71,23,40
Lee Chang Geun,16.0,16,3,16,19,19,15,24
Abdullah Ateef,46.142857142857146,47,3,53,55,54,53,58
Hassan Kadish Mahbub,40.57142857142857,63,3,53,30,40,55,40
Wesam Saleh Suwayyid,42.285714285714285,43,3,67,46,44,43,50
Aqeel Al Sahabi,32.714285714285715,65,3,45,26,23,26,41
Mohammed Abusabaan,48.42857142857143,65,3,62,38,69,47,55
Christian Nørgaard,51.142857142857146,60,3,63,54,55,63,60
Luis Quintana,37.714285714285715,55,3,49,41,43,42,31
Emilio Mac Eachen,35.57142857142857,61,2,38,37,23,37,51
Thomas Ebner,35.285714285714285,58,3,47,24,52,25,38
Lucas Chiaretti,51.57142857142857,53,2,66,58,61,60,61
Faisal Darwish,48.857142857142854,56,4,60,56,63,56,47
Marc André Schmerböck,45.142857142857146,48,3,65,54,66,34,46
Kristijan Dobras,50.0,39,3,65,55,59,66,63
Simon Piesinger,47.142857142857146,68,3,59,53,63,39,45
Markus Kuster,14.571428571428571,13,3,20,15,13,20,18
Najib Ammari,48.142857142857146,43,3,56,56,64,57,58
Anthony Belmonte,38.857142857142854,46,3,58,33,47,41,44
Paweł Oleksy,40.857142857142854,63,3,46,49,58,31,36
Brad Smith,33.714285714285715,35,3,40,42,49,27,40
Kevin Gutiérrez,48.714285714285715,54,3,59,53,48,73,51
Reagy Ofosu,46.285714285714285,50,3,62,57,55,40,57
Omar Abdulaziz,42.857142857142854,67,3,58,32,48,48,44
Jufain Al Bishi,33.285714285714285,66,2,32,25,26,21,61
Cristian Benavente,46.0,46,3,53,57,56,49,58
Joe Rafferty,35.0,53,3,37,27,40,46,39
Anthony Caceres,48.285714285714285,55,4,67,55,67,53,37
Kgotso Moleko,41.857142857142854,48,2,49,51,42,46,55
Bright Edomwonyi,49.857142857142854,63,4,63,64,58,39,58
Geoffrey Malfleury,51.714285714285715,51,2,72,67,60,40,70
Farid Beziouen,44.714285714285715,33,3,55,56,47,64,55
Umberto Germano,43.42857142857143,59,3,58,42,52,35,55
Danzell Gravenberch,47.714285714285715,48,3,74,55,60,36,58
Abdulaziz Bo Shagra,31.285714285714285,59,3,44,29,21,26,37
Rabeaa Mohammed Sefiani,52.285714285714285,60,3,68,62,53,57,63
Mohammed Al Fehaid,36.42857142857143,56,3,55,33,37,35,36
Ahmed Ali Wailbi,45.714285714285715,59,4,63,53,36,41,64
Augusto,36.42857142857143,52,3,29,44,46,40,41
Mateusz Lewandowski,47.285714285714285,57,2,60,47,59,48,58
Jeroen Lumu,49.57142857142857,53,3,67,63,61,40,60
Tom Anderson,31.857142857142858,72,2,41,26,23,27,32
Patrick Wiegers,14.285714285714286,16,2,19,11,12,13,27
Saleh Saad Al Qumayzi,32.857142857142854,49,3,44,35,34,20,45
Hussain Abdoh Shaian,14.428571428571429,15,2,17,11,19,15,22
Dominic Poleon,48.714285714285715,51,3,69,64,61,33,60
George Williams,43.285714285714285,45,3,52,61,52,26,64
Morgan Fox,38.142857142857146,60,3,59,39,38,29,39
Robin Buwalda,37.42857142857143,69,3,54,23,37,35,41
Mathias Bossaerts,34.285714285714285,62,3,56,22,24,30,43
Zymer Bytyqi,50.57142857142857,43,3,67,58,61,60,62
Choi Sung Keun,36.285714285714285,43,3,49,39,47,35,38
Christophe Hérelle,40.0,58,3,50,37,43,42,47
Marcus Danielsson,28.285714285714285,67,2,34,18,22,19,36
Bae Il Hwan,45.714285714285715,40,4,66,60,53,47,50
Erik Zenga,41.42857142857143,60,3,52,44,38,48,45
Martín Rivero,55.0,55,4,72,57,62,68,67
Mayoro Ndoye-Baye,36.285714285714285,57,2,53,29,31,39,43
Lee Jin Hyung,14.285714285714286,13,2,19,18,11,15,22
Lukas Thürauer,46.142857142857146,42,4,66,57,59,49,46
Andreas Linde,14.714285714285714,12,3,21,13,19,12,23
Patrik Mráz,47.0,63,3,44,58,55,67,39
Park Soo Chang,52.57142857142857,64,4,65,65,57,56,57
Amari'i Bell,39.857142857142854,46,3,52,33,49,45,51
Zié Diabaté,39.42857142857143,55,2,56,27,56,33,47
Abdullah Al Hafith,36.857142857142854,62,3,42,34,39,34,44
Sanmi Odelusi,49.0,63,3,61,62,51,36,67
Nikola Tkalčić,47.714285714285715,52,2,72,41,58,65,44
Callum Reilly,53.142857142857146,55,4,76,57,58,61,61
Ryan Meara,16.857142857142858,21,3,17,18,22,16,21
Johan Blomberg,52.57142857142857,41,3,71,63,67,66,57
Martin Broberg,49.42857142857143,41,3,68,58,71,57,48
Lee Seul Chan,31.571428571428573,50,4,32,35,30,34,36
Juan Sánchez Sotelo,52.142857142857146,60,2,71,62,62,42,66
Dominic Samuel,49.714285714285715,60,3,62,66,58,36,63
Remie Streete,33.142857142857146,62,3,48,23,25,26,45
Christian Walton,15.714285714285714,15,2,25,20,14,11,23
Tom Naylor,48.57142857142857,66,3,62,59,61,50,39
Jordan Willis,29.571428571428573,65,3,47,15,22,29,26
Kim Won Sik,38.285714285714285,59,3,52,22,45,55,32
Daniel Georgievski,46.57142857142857,56,3,62,54,62,44,45
Wilfried Zahibo,44.42857142857143,53,3,70,37,52,42,54
Benjamin Uphoff,12.0,12,2,20,8,7,11,24
Vladimir Gadzhev,53.285714285714285,62,3,70,53,68,69,48
Harry Toffolo,42.42857142857143,59,2,58,36,51,58,33
Josh Murphy,50.714285714285715,42,4,73,63,66,44,63
Jakub Bartkowski,33.285714285714285,42,3,39,38,39,33,39
Cauley Woodrow,50.0,62,3,64,63,55,38,65
Pietro Terracciano,12.857142857142858,15,2,17,11,11,12,22
James Husband,35.42857142857143,54,3,34,49,33,32,43
Anthony Forde,49.42857142857143,42,4,58,59,63,61,59
Enzio Boldewijn,46.0,41,3,63,59,55,36,65
Jordan Archer,15.142857142857142,16,2,18,16,13,13,28
Alexandr Filtsov,15.571428571428571,13,3,21,17,19,12,24
Philipp Klement,53.285714285714285,48,3,76,53,70,74,49
Patrick Rakovsky,13.714285714285714,18,3,21,9,12,11,22
Daniel Pedersen,41.142857142857146,63,3,53,41,51,40,37
Frederik Helstrup,30.571428571428573,59,2,38,23,26,25,41
Yuki Otsu,52.0,47,4,67,62,59,61,64
Brice Samba,12.285714285714286,15,3,21,9,10,13,15
Ján Novota,12.285714285714286,14,2,22,11,10,11,16
Stephan Auer,40.285714285714285,53,4,49,49,38,46,43
Carl McHugh,42.57142857142857,65,2,45,40,38,62,46
Sin Yeong Joon,50.57142857142857,51,3,66,62,53,58,61
Choi Jong Hoan,43.0,42,3,45,53,44,56,58
Issiaka Ouédraogo,51.57142857142857,58,3,72,64,66,30,68
Gus Ledes,50.714285714285715,48,2,72,51,57,72,53
Julian Derstroff,51.857142857142854,60,3,66,61,61,45,67
Stephen Sama,31.0,66,3,43,18,22,32,33
Ben Nugent,34.42857142857143,65,3,48,30,36,22,37
Krisztián Adorján,50.57142857142857,51,4,64,53,57,66,59
Dimitri Mohamed,46.42857142857143,57,2,59,55,54,52,46
Charly Charrier,45.57142857142857,51,3,55,49,61,47,53
Masahudu Alhassan,43.714285714285715,48,2,52,30,56,65,53
Darren Maatsen,47.857142857142854,55,3,64,55,66,35,57
Michael Fitzgerald,37.0,61,3,51,37,45,29,33
Raffael Korte,46.142857142857146,49,4,64,51,55,46,54
Odise Roshi,52.0,64,3,61,58,58,59,61
Conor Townsend,41.857142857142854,47,3,45,43,41,62,52
Torric,49.285714285714285,43,3,68,63,66,45,57
Louis Laing,35.142857142857146,67,3,59,30,22,29,36
Alex Schalk,53.857142857142854,57,4,64,61,63,59,69
Elliott Hewitt,30.0,45,3,26,53,34,27,22
Jake Reeves,45.42857142857143,47,3,58,48,57,56,49
Adam Smith,16.714285714285715,19,2,25,12,17,19,23
Scott Wootton,29.0,67,2,39,16,18,18,43
Carl Wede,45.42857142857143,35,3,62,43,61,65,49
Petar Filipović,47.714285714285715,68,3,51,56,50,61,45
Choi Jin Ho,52.714285714285715,63,3,61,67,56,52,67
David Boo Wiklander,33.42857142857143,51,2,47,24,33,39,38
Marcos Ureña,51.0,55,3,59,64,64,59,53
Edson Rivera,51.42857142857143,63,2,69,64,62,44,56
Kgosi Ntlhe,31.285714285714285,60,3,50,29,36,18,23
Kim Oh Gyu,41.42857142857143,64,3,52,32,44,51,44
Ko Moo Yeol,52.857142857142854,65,4,63,62,60,55,61
Joseph Mendes,55.142857142857146,73,3,65,67,60,57,61
Johan Persson,46.42857142857143,56,3,75,42,54,49,46
Javi Hernández,54.0,37,2,75,67,67,72,58
Christopher Wernitznig,50.57142857142857,33,4,74,58,68,64,53
Daniel Offenbacher,54.0,48,3,72,54,71,69,61
Erik Cummins,15.857142857142858,11,2,37,13,14,12,22
Magnar Ødegaard,28.714285714285715,61,3,53,19,22,24,19
Hector Jimenez,49.857142857142854,57,3,71,54,60,53,51
Dimitri Petratos,51.285714285714285,41,3,61,60,62,70,62
Danny Amankwaa,43.142857142857146,48,3,56,58,54,42,41
Kim Dong Woo,37.285714285714285,66,3,40,44,44,33,31
Carl Winchester,46.42857142857143,52,3,63,59,67,39,42
Julian Riedel,40.0,57,4,49,45,43,38,44
Krisztián Simon,45.42857142857143,31,3,54,62,56,56,56
Eros Schiavon,50.142857142857146,58,3,60,40,62,69,59
Torbjørn Agdestein,48.857142857142854,64,3,66,68,48,30,63
Emil Scheel,50.285714285714285,47,3,63,61,59,61,58
Adam Thompson,33.714285714285715,68,3,47,24,34,29,31
Adrian Rakowski,48.57142857142857,57,3,60,50,63,47,60
Odaïr Fortes,35.857142857142854,32,1,62,34,37,37,48
Nicolao Dumitru,48.142857142857146,58,3,63,63,58,39,53
Ollie Banks,52.285714285714285,50,4,68,62,68,62,52
Ronaldo,52.285714285714285,61,3,65,46,52,75,64
Guillaume Gigliotti,42.0,60,3,66,39,39,40,47
Max Ehmer,47.42857142857143,62,3,61,52,46,56,52
Kieron Freeman,42.0,57,4,61,48,58,36,30
Fredrik Haugen,55.0,49,3,74,65,68,65,61
Ermin Zec,54.0,65,4,69,66,60,50,64
Nnamdi Oduamadi,43.0,54,3,57,45,49,47,46
Ryan Leonard,52.714285714285715,56,3,79,56,67,55,53
Lee Jae Moung,27.142857142857142,55,3,20,17,14,40,41
Philipp Prosenik,52.42857142857143,75,3,68,65,58,36,62
Milan Lalkovič,47.142857142857146,49,4,56,55,58,53,55
Luke Williams,50.714285714285715,43,3,70,61,63,59,56
Aymen Belaïd,39.57142857142857,64,2,40,34,50,39,48
Ercüment Kafkasyalı,12.428571428571429,15,1,13,11,12,16,19
Jason Banton,48.714285714285715,39,4,67,59,64,57,51
Orlando Gaona Lugo,51.57142857142857,56,3,63,62,60,50,67
Jake Forster-Caskey,53.57142857142857,49,2,64,57,65,70,68
Marco Königs,52.42857142857143,66,3,70,65,57,46,60
Bruno Martignoni,44.714285714285715,62,3,63,31,57,49,48
Gernot Trauner,47.285714285714285,48,3,68,51,63,49,49
Johan Bertilsson,49.714285714285715,46,3,61,60,64,58,56
Kévin Perrot,34.857142857142854,45,3,42,32,34,42,46
Maxime Hautbois,11.428571428571429,13,2,19,9,11,12,14
Gaël Angoula,40.57142857142857,60,2,62,22,56,39,43
Nicolas Schindelholz,42.57142857142857,63,3,65,32,42,45,48
Guillermo Allison,12.142857142857142,13,3,14,10,15,11,19
Erik Moberg,29.285714285714285,65,3,45,29,20,21,22
Fabrizio Paghera,44.57142857142857,49,3,59,38,61,51,51
Christopher Avevor,38.857142857142854,62,3,64,34,43,35,31
Pierre Bouby,50.285714285714285,52,2,69,42,61,65,61
Scott Bain,15.428571428571429,16,3,23,12,14,21,19
Xavier Kouassi,45.42857142857143,44,2,63,45,53,54,57
Mark Connolly,24.714285714285715,63,2,40,19,13,19,17
Alexander Faltsetas,49.285714285714285,63,3,66,45,50,64,54
Lee Nicholls,15.857142857142858,15,3,30,11,14,15,23
Férébory Doré,51.142857142857146,65,3,64,65,60,47,54
Jakob Orlov,50.42857142857143,64,3,65,63,53,45,60
Amobi Okugo,50.0,62,3,69,52,59,53,52
Adam Straith,38.0,64,2,59,23,32,36,50
Conor McAleny,52.857142857142854,45,3,67,63,66,58,68
Kamil Al Mousa,38.714285714285715,62,3,57,34,46,26,43
Kim Keun Hoan,42.57142857142857,63,3,54,48,55,35,40
Luis Gil,49.142857142857146,55,3,54,55,56,64,57
Nathan Cameron,32.57142857142857,65,2,55,33,26,22,25
Sandro Wieser,51.285714285714285,58,3,67,43,63,65,60
Alexander Sánchez,48.714285714285715,55,3,63,55,68,51,46
Aldo Corzo,39.0,51,3,59,18,49,50,43
Chris Hussey,43.142857142857146,46,3,57,24,47,71,54
Scott Fox,10.428571428571429,11,3,10,12,10,14,13
Tom Parkes,33.714285714285715,60,2,54,27,26,38,29
Breyner Bonilla,41.285714285714285,62,3,70,38,30,54,32
Evgeniy Bashkirov,46.57142857142857,48,3,66,55,58,46,50
Eldin Hadžić,47.857142857142854,44,3,56,60,58,65,49
Mustapha Dumbuya,34.57142857142857,61,3,46,29,35,34,34
Simon Moore,15.285714285714286,20,2,30,13,19,12,11
Alper Uludağ,51.57142857142857,57,3,72,55,60,59,55
Subrata Paul,13.571428571428571,15,3,13,20,16,12,16
Simon Jakobsen,36.285714285714285,61,3,43,29,34,26,58
Frank Nouble,50.142857142857146,60,3,72,63,57,51,45
Łukasz Burliga,44.285714285714285,48,3,52,60,50,44,53
Filip Kurto,11.857142857142858,11,1,18,13,13,12,15
José Pierre Vunguidica,52.285714285714285,69,3,68,62,62,51,51
Nassim Ben Khalifa,50.142857142857146,65,3,58,57,53,49,66
Leon Legge,27.857142857142858,62,3,31,27,20,25,27
Cedric Evina,44.142857142857146,54,3,59,40,42,64,47
Ľuboš Kamenár,15.714285714285714,12,3,17,14,14,28,22
Emil Jonassen,42.57142857142857,56,2,70,31,38,54,47
Chris Shields,46.42857142857143,49,3,58,55,56,48,56
Michael Marrone,28.428571428571427,49,2,25,34,27,28,34
Jermaine Grandison,43.857142857142854,64,3,65,52,42,35,46
Jed Steer,15.714285714285714,12,2,22,11,11,11,41
Emil Wahlström,35.57142857142857,62,3,49,31,36,31,37
Emilio Orrantía,47.857142857142854,48,4,60,54,55,55,59
Jung Hoon,47.285714285714285,61,3,66,42,46,56,57
Kim Young Sin,51.57142857142857,51,4,60,66,62,59,59
Lee Ji Nam,40.42857142857143,70,3,42,35,37,48,48
Abdullah Ahmed Al Asta,54.0,57,3,76,59,65,60,58
Antonio García,38.857142857142854,64,3,52,37,38,35,43
Jung San,13.428571428571429,11,3,19,12,10,14,25
Jeong Hyuk,51.142857142857146,44,3,66,49,66,73,57
Lalawélé Atakora,44.0,39,3,57,53,54,54,48
Kosuke Kikuchi,45.285714285714285,70,4,56,49,44,43,51
Yusuke Tasaka,49.42857142857143,56,4,67,53,61,65,40
Abdulaziz Al Dawsari,45.857142857142854,25,3,63,59,64,56,51
Brad Inman,47.285714285714285,40,3,55,65,53,58,57
Haris Vučkić,57.285714285714285,54,3,74,65,69,66,70
Marcel Ziegl,48.714285714285715,58,3,66,43,60,69,42
Iván Malón,31.571428571428573,54,3,61,28,19,24,32
Kevin Alston,46.142857142857146,60,4,56,44,52,53,54
Daniel Powell,45.714285714285715,38,3,69,64,63,29,54
Thomas Fontaine,25.285714285714285,42,2,38,18,17,29,31
Sakari Mattila,54.857142857142854,51,3,72,61,64,71,62
Mats Solheim,45.142857142857146,67,3,62,42,53,46,43
Mostafa Abdellaoue,54.285714285714285,63,2,64,67,61,55,68
Jordan Bowery,48.57142857142857,63,3,65,63,59,31,56
Niklas Gunnarsson,42.142857142857146,64,2,66,46,42,35,40
Rodolph Austin,58.57142857142857,63,3,82,56,69,69,68
César Ortiz,30.142857142857142,57,3,41,15,22,37,36
Norichio Nieveld,42.0,60,3,59,25,45,47,55
Ole Söderberg,13.142857142857142,14,3,24,12,13,11,15
Luke O'Neill,43.42857142857143,62,2,57,46,46,58,33
Mark Marshall,47.285714285714285,31,5,62,58,59,64,52
Joseph Mills,45.0,55,3,50,41,48,69,49
Paddy Madden,52.42857142857143,58,3,66,66,60,47,67
Temitope Obadeyi,48.714285714285715,49,3,64,59,62,53,51
Abdülkadir Kayalı,52.57142857142857,52,2,70,61,67,57,59
Troy Archibald-Henville,35.285714285714285,64,3,37,29,32,35,47
Donal McDermott,47.57142857142857,47,2,62,59,57,60,46
Dylan Gissi,45.714285714285715,65,3,58,42,49,61,42
Luca Castiglia,49.42857142857143,60,4,65,46,56,55,60
Loïc Damour,48.57142857142857,58,4,65,61,61,52,39
Georgiy Gabulov,62.714285714285715,64,3,82,66,75,77,72
Tom Mickel,16.428571428571427,14,2,28,14,14,12,31
Kévin Diaz,53.42857142857143,53,3,68,54,62,69,65
Umberto Eusepi,54.142857142857146,63,3,58,68,68,58,61
Jasmin Sudić,29.571428571428573,62,2,51,17,25,27,23
Alex MacDonald,51.285714285714285,54,3,64,68,56,54,60
Serge Deblé,48.714285714285715,54,2,61,58,55,48,63
Nicolas Giani,38.0,61,3,42,31,42,32,55
Guy Dufour,52.142857142857146,38,3,68,58,64,73,61
Philippe Koch,34.42857142857143,55,3,39,36,46,31,31
Clemens Walch,51.42857142857143,58,4,67,65,54,52,60
Thomas Gamiette,42.57142857142857,39,2,49,42,53,65,48
Daniel Seaborne,26.571428571428573,67,3,25,30,16,19,26
Nemanja Rnić,39.857142857142854,62,2,63,24,50,32,46
Gaetano Masucci,49.42857142857143,59,3,61,59,62,55,47
Randy Wolters,47.57142857142857,55,3,73,60,66,36,40
Alexandr Stavpets,56.714285714285715,65,4,69,60,67,65,67
Jou Silva,54.285714285714285,57,3,65,67,61,63,64
Carlos Gutiérrez,49.142857142857146,52,2,69,43,64,59,55
Francisco Acuña,47.42857142857143,49,4,67,52,55,41,64
Omar Mendoza,32.857142857142854,59,3,44,22,39,35,28
Miguel Jiménez,14.571428571428571,12,3,23,13,15,14,22
Jairo González,49.285714285714285,57,2,64,41,56,67,58
Kristian Álvarez,42.142857142857146,66,3,60,35,50,31,50
Edgar Çani,51.42857142857143,70,3,69,65,50,45,58
Scott Wagstaff,42.42857142857143,47,4,57,57,46,42,44
Josh Magennis,48.714285714285715,66,3,66,61,56,28,61
Arild Østbø,11.428571428571429,8,2,22,8,9,8,23
Sanchez Watt,46.714285714285715,34,3,60,57,59,56,58
Gary Woods,12.428571428571429,11,2,20,12,12,11,19
Taijo Teniste,41.0,52,3,62,31,45,43,51
Gonzalo Zárate,51.714285714285715,54,4,62,59,63,62,58
Sebastian Ryall,42.714285714285715,65,3,54,61,49,31,36
Alex Dyer,48.285714285714285,58,2,54,62,61,53,48
Dani Abalo,51.0,40,3,83,58,68,61,44
Ryan Dickson,41.42857142857143,58,3,48,35,45,53,48
Chris Malonga,54.57142857142857,59,3,68,61,62,66,63
Jem Karacan,50.42857142857143,60,3,70,54,60,48,58
James Bailey,46.142857142857146,61,4,59,51,58,40,50
Sal Zizzo,51.0,58,4,66,54,55,59,61
Ángel Martínez,42.857142857142854,48,3,63,45,54,44,43
Damien Plessis,49.0,71,3,61,42,52,60,54
Ludovic Genest,53.857142857142854,59,3,67,66,56,54,72
Mark Howard,15.428571428571429,15,3,26,13,12,15,24
Boris Prokopič,53.857142857142854,58,3,64,59,66,60,67
Carl Baker,55.714285714285715,38,4,71,66,72,70,69
Martin Kobras,13.285714285714286,19,3,22,9,10,10,20
Abu Ogogo,50.857142857142854,60,4,62,56,59,57,58
Tom Elliott,49.42857142857143,72,3,59,64,43,48,57
Aarón Fernández,14.285714285714286,15,1,23,12,13,13,23
Błażej Augustyn,44.142857142857146,67,4,67,41,46,31,53
Vegard Skjerve,45.42857142857143,56,3,69,53,54,29,54
Emmanuel Bourgaud,52.57142857142857,57,3,58,60,61,69,60
Samuel Bouhours,32.857142857142854,57,3,45,17,33,33,42
Féthi Harek,38.857142857142854,61,3,45,28,41,54,40
Adam Legzdins,14.428571428571429,19,3,20,13,12,17,17
Christian Ribeiro,40.857142857142854,62,3,56,41,39,26,59
Sim Woo Yeon,49.0,78,3,60,55,37,51,59
Robert Cornthwaite,36.57142857142857,73,2,50,46,21,17,47
David Carney,51.0,44,2,66,57,72,59,57
Andreas Landgren,48.857142857142854,64,3,66,45,62,45,57
David Elm,53.0,75,4,69,63,55,47,58
Dino Djulbic,40.285714285714285,69,3,61,39,29,42,39
Brad Knighton,12.571428571428571,11,2,21,10,12,13,19
Yusuke Igawa,43.142857142857146,55,3,55,35,44,66,44
Michael Theo,13.714285714285714,15,3,17,15,14,14,18
Ronan Finn,50.857142857142854,55,3,61,60,62,57,58
Anthony Annan,42.285714285714285,48,3,65,40,53,37,50
Reuben Reid,50.714285714285715,58,3,65,65,59,37,68
Joris Sainati,28.714285714285715,47,2,34,30,29,22,37
Michael Harrington,48.714285714285715,59,4,68,52,55,59,44
Adam Marciniak,50.0,60,2,75,48,60,58,47
Tomasz Cywka,51.57142857142857,49,3,60,58,61,60,70
Karamoko Cissé,49.714285714285715,62,3,59,64,54,46,60
Şenol Can,26.0,67,2,28,19,21,20,25
Jacques Salze,33.42857142857143,62,2,46,14,27,40,43
Danny Green,48.285714285714285,32,3,59,56,60,67,61
Mikkel Vendelbo,50.0,59,3,66,59,62,54,47
Ümit Korkmaz,51.0,51,4,67,63,65,56,51
Doug Loft,52.714285714285715,50,4,70,58,62,62,63
Tom Pope,52.142857142857146,73,3,61,69,56,35,68
Pablo Cáceres,43.285714285714285,61,2,57,42,47,56,38
Filipe Morais,46.0,40,3,61,50,46,63,59
Chinedu Ede,52.857142857142854,49,4,70,63,59,62,63
Cristián Canío,52.142857142857146,59,4,65,60,57,63,57
Park Hee Chul,43.285714285714285,53,3,58,43,48,55,43
Park Sung Ho,55.0,80,3,65,60,60,41,76
Grzegorz Piesio,43.57142857142857,48,2,57,64,45,42,47
Rafał Grodzicki,37.714285714285715,48,3,63,25,33,39,53
Andreas Lienhart,46.42857142857143,61,3,63,38,57,61,42
Gonzalo Klusener,57.714285714285715,74,3,66,71,64,51,75
Elia Legati,36.857142857142854,60,3,58,39,27,26,45
Enrico Alfonso,21.285714285714285,25,1,46,17,15,11,34
Louis Dodds,49.285714285714285,52,3,56,64,59,56,55
Conor Sammon,50.285714285714285,67,3,72,60,56,35,59
Romano Perticone,41.142857142857146,61,3,52,34,59,44,35
Anthony Wordsworth,57.57142857142857,64,4,70,62,64,71,68
Enrique Palos,12.0,12,2,16,14,15,13,12
Dimas,50.42857142857143,52,4,77,48,67,45,60
Daniel Jones,41.0,51,2,51,42,45,48,48
Joel Grant,48.285714285714285,48,3,60,60,51,58,58
Rory McArdle,28.428571428571427,67,3,51,12,18,20,28
Fábio Ferreira,47.857142857142854,34,4,51,64,51,68,63
Lawrie Wilson,40.57142857142857,55,3,46,43,47,42,48
Peter Hartley,33.285714285714285,68,3,39,28,36,26,33
Gary Liddle,40.57142857142857,63,3,56,41,43,32,46
Kjartan Finnbogason,53.857142857142854,65,2,69,66,60,49,66
Edgar Hernández,15.571428571428571,14,3,23,17,16,12,24
Mikael Dahlberg,50.42857142857143,75,4,64,64,59,32,55
Imad Khalili,55.42857142857143,68,3,68,60,63,61,65
Patrick Bürger,56.857142857142854,71,3,70,63,62,68,61
Anthony Grant,43.57142857142857,53,3,58,48,56,46,41
Scott Loach,17.285714285714285,23,2,23,17,22,12,22
Stephen O'Donnell,50.57142857142857,56,3,58,57,59,58,63
Alexandr Salugin,53.0,68,3,75,58,59,44,64
Cristian Llama,57.857142857142854,56,3,74,61,68,72,71
Sergey Kuznetsov,48.714285714285715,60,3,53,57,52,58,58
Karleigh Osborne,33.42857142857143,64,3,41,32,31,31,32
Darius Charles,45.857142857142854,62,3,63,59,47,33,54
Josh Lillis,12.0,15,2,15,14,13,11,14
Matheus Vivian,39.57142857142857,63,3,41,48,31,47,44
Espen Børufsen,49.714285714285715,63,4,76,60,61,60,24
Rui Sacramento,14.714285714285714,12,3,25,17,19,11,16
Steven Smith,50.714285714285715,58,3,62,57,54,68,53
Stephen Dawson,43.285714285714285,46,3,65,33,58,43,55
Alan Gordon,54.0,79,2,69,60,55,48,65
Andrea Esposito,25.142857142857142,62,2,41,15,33,12,11
Michal Papadopulos,52.142857142857146,72,2,71,61,57,40,62
Michele Troiano,51.57142857142857,66,3,70,39,55,60,68
Simeon Jackson,51.0,64,3,62,61,60,39,68
Leon Barnett,33.857142857142854,60,3,27,30,38,33,46
Keith Keane,37.57142857142857,56,3,51,44,32,33,44
Anthony Scaramozzino,39.142857142857146,71,3,50,40,44,41,25
